pref_lookingfor,count
|48|63|66|68|70|75|80|,1
|48|53|47|55|56|58|59|81|69|75|77|78|,1
|48|47|81|77|80|76|70|68|,1
|80|58|74|,1
|56|63|67|68|50|,1
|56|58|59|81|68|69|70|74|78|80|,1
|63|67|72|76|78|,1
|48|49|47|55|56|57|58|59|60|68|72|73|74|76|77|50|78|80|,1
|56|57|61|70|73|74|50|80|,1
|48|50|80|53|47|57|,1
|48|47|62|64|81|73|77|78|53|49|55|57|61|63|65|68|72|74|50|,1
|49|47|56|58|60|63|64|66|69|75|,1
|48|49|47|56|58|59|60|81|68|72|73|74|77|,1
|48|47|56|58|77|80|,1
|81|79|70|72|,1
|56|80|50|70|65|,1
|53|56|63|67|71|76|80|,1
|48|47|56|57|58|59|60|67|72|73|74|76|77|50|80|,1
|2|3|4|9|10|11|12|13|14|15|18|19|20|21|27|28|29|30|31|32|33|34|38|42|43|,1
|58|60|62|64|77|53|49|55|67|68|74|50|80|,1
|78|70|67|81|80|,1
|48|55|56|63|74|75|77|80|,1
|53|49|55|58|62|64|81|68|72|73|74|77|,1
|48|56|77|49|72|76|69|,1
|48|47|56|57|66|67|69|72|74|75|77|80|,1
|48|54|49|47|55|56|57|66|67|70|75|77|80|,1
|65|69|77|50|,1
|48|56|60|74|72|,1
|48|47|56|58|60|63|67|70|74|76|,1
|48|53|49|47|55|56|57|58|60|64|81|68|70|72|73|77|50|80|,1
|48|47|56|81|77|80|53|49|55|68|70|74|50|,1
|48|53|47|56|57|61|63|67|71|72|74|77|50|78|80|,1
|67|74|76|,1
|48|58|77|70|68|,1
|48|53|47|55|56|58|67|81|68|70|72|74|77|50|78|,1
|48|47|56|67|81|68|69|70|74|77|50|78|80|,1
|56|72|74|50|80|,1
|48|53|47|56|72|74|77|78|80|,1
|48|55|56|58|63|67|72|77|78|80|,1
|72|71|75|64|62|60|58|59|,1
|47|56|63|67|81|72|74|50|80|,1
|48|69|75|78|80|55|61|70|72|74|50|,1
|48|47|63|65|67|,1
|48|81|49|57|68|,1
|56|63|67|81|68|76|,1
|48|47|81|69|77|80|76|74|70|68|63|53|49|,1
|56|81|80|68|50|,1
|48|63|78|80|,1
|48|56|57|63|67|69|70|74|75|80|,1
|48|47|56|63|81|68|75|77|50|,1
|67|48|47|80|74|70|,1
|48|53|49|47|55|56|57|61|81|68|70|72|74|75|77|50|78|,1
|3|9|13|18|27|28|29|34|38|39|42|44|47|48|49|50|,1
|56|68|50|80|,1
|56|63|67|72|74|77|50|80|,1
|48|53|49|47|56|57|67|77|50|,1
|54|56|47|58|62|49|55|74|50|77|,1
|2|3|4|6|7|9|10|11|12|13|14|15|16|18|19|20|22|23|24|25|26|27|28|29|30|33|34|35|36|37|38|39|40|41|42|43|44|45|46|48|50|51|,1
|48|53|47|56|57|58|59|63|69|73|74|,1
|48|55|58|81|68|80|,1
|48|47|55|67|73|74|76|77|78|80|,1
|47|55|61|63|65|66|67|70|74|78|80|,1
|56|70|80|53|,1
|53|47|67|80|,1
|68|70|79|,1
|53|54|47|55|56|58|59|62|67|81|68|70|74|76|77|50|,1
|7|20|21|28|,1
|48|81|69|75|80|50|74|61|,1
|56|58|77|80|50|74|55|49|53|,1
|48|53|47|55|56|58|,1
|12|14|18|20|21|26|28|30|33|34|35|38|44|51|,1
|48|53|49|47|55|56|61|70|75|77|80|,1
|48|47|60|73|80|70|68|,1
|63|64|65|67|73|75|80|,1
|53|47|56|57|58|64|65|81|69|77|50|80|,1
|56|47|49|55|57|80|70|68|74|,1
|56|58|60|62|64|69|75|77|78|80|49|57|63|65|67|68|70|72|74|76|50|,1
|48|56|63|64|65|81|68|70|71|76|50|78|80|,1
|56|61|69|78|80|,1
|48|57|68|72|74|77|,1
|56|60|75|77|50|,1
|48|47|55|56|58|60|63|67|81|68|69|70|74|80|,1
|55|48|57|50|80|75|53|56|58|60|64|69|,1
|48|47|56|57|81|68|70|77|80|,1
|57|66|67|76|80|,1
|48|47|75|77|80|70|72|74|76|50|,1
|61|81|80|,1
|53|56|60|67|81|68|69|75|76|77|80|,1
|80|56|47|55|,1
|48|80|70|74|63|75|56|47|,1
|48|47|56|57|70|76|78|80|,1
|67|70|55|,1
|48|54|55|56|62|81|68|,1
|81|78|80|74|,1
|70|48|59|,1
|48|47|60|56|81|49|70|72|74|50|77|80|,1
|48|47|81|75|55|74|70|56|,1
|68|48|56|62|81|75|77|50|76|74|70|63|55|57|,1
|48|47|56|67|70|74|75|76|50|78|80|,1
|48|53|56|57|58|59|81|70|74|75|,1
|47|60|66|81|69|71|77|78|80|53|57|63|67|68|70|74|,1
|48|47|56|57|59|81|73|75|76|79|,1
|11|14|21|28|29|38|,1
|49|67|74|76|77|50|,1
|48|53|49|56|57|63|67|68|70|74|77|80|,1
|48|49|55|56|57|61|63|65|71|74|75|77|50|80|,1
|80|75|56|55|,1
|4|9|10|14|27|28|29|33|34|38|42|44|50|,1
|48|53|55|56|63|75|76|79|,1
|48|53|67|70|74|77|50|,1
|48|57|68|70|75|80|,1
|48|47|56|57|58|60|70|74|50|80|,1
|78|80|77|48|47|56|58|49|55|57|61|67|68|74|50|,1
|48|55|67|78|80|,1
|48|47|55|56|60|65|67|69|72|74|77|50|78|80|,1
|48|47|55|56|67|72|75|77|50|80|,1
|18|20|23|27|28|29|35|42|,1
|47|60|75|77|80|49|50|,1
|53|49|47|55|56|58|62|63|64|66|67|68|73|74|76|77|50|80|,1
|11|18|21|28|30|33|34|42|43|47|,1
|48|47|77|50|80|78|67|55|,1
|48|55|60|67|81|70|74|75|50|80|,1
|48|56|58|67|74|75|77|79|,1
|56|63|64|67|81|69|70|74|77|79|,1
|48|75|77|60|78|,1
|53|47|67|75|76|77|,1
|48|49|47|55|56|58|67|75|76|50|78|,1
|80|54|77|,1
|48|54|47|55|56|57|58|62|64|65|66|67|81|68|69|70|71|72|73|74|75|76|77|50|79|,1
|48|53|49|47|55|62|63|67|81|68|70|74|76|80|,1
|80|56|54|63|57|81|70|68|,1
|48|47|56|67|81|72|74|77|50|78|80|,1
|48|56|81|70|74|77|78|,1
|78|67|70|79|,1
|56|67|70|80|,1
|56|62|64|69|71|73|77|80|53|63|67|68|,1
|48|56|62|64|77|80|55|63|70|74|,1
|55|56|58|,1
|48|56|57|58|59|61|67|73|75|,1
|48|47|55|67|68|70|74|,1
|48|80|57|63|67|70|74|76|,1
|72|74|76|50|47|56|78|80|,1
|56|63|67|74|77|,1
|47|57|61|67|68|70|72|74|77|80|56|50|,1
|48|47|56|60|81|80|57|67|68|70|74|76|,1
|67|74|80|77|47|,1
|48|49|57|55|65|76|53|47|56|75|80|,1
|48|56|81|68|70|75|80|,1
|3|7|9|15|16|20|21|26|28|29|31|32|37|38|42|43|48|50|51|,1
|39|47|51|,1
|48|49|47|55|56|58|70|72|73|74|75|77|50|78|80|,1
|48|53|56|57|58|63|75|76|77|50|,1
|56|75|78|55|74|50|48|77|80|67|58|,1
|48|56|57|70|74|80|,1
|48|53|47|56|57|58|74|77|78|80|,1
|48|49|56|58|59|67|69|70|77|78|,1
|48|67|68|70|,1
|48|57|70|74|76|77|,1
|48|47|56|67|72|74|80|,1
|3|6|9|10|11|12|13|14|18|21|25|26|27|28|29|30|32|33|34|37|38|41|42|46|,1
|67|57|69|47|60|64|80|,1
|49|55|57|67|78|,1
|2|9|11|12|13|14|21|24|28|29|31|34|41|42|44|47|49|50|,1
|48|54|49|55|47|56|58|59|67|68|81|70|74|73|76|50|77|80|,1
|48|55|57|74|80|78|77|69|81|64|62|56|47|49|65|67|,1
|49|47|50|78|80|,1
|48|49|47|55|56|81|72|74|77|50|80|,1
|48|53|54|49|47|55|56|63|64|65|66|67|81|68|69|70|72|74|75|76|77|50|78|80|,1
|79|57|56|75|,1
|54|63|67|69|72|74|78|,1
|48|47|55|58|59|66|67|69|72|73|75|77|50|78|80|,1
|48|53|49|47|55|56|57|58|59|60|62|63|64|67|68|69|70|72|73|74|75|76|77|50|80|,1
|49|72|74|50|77|,1
|48|53|55|56|58|63|66|67|72|74|77|50|80|,1
|63|74|,1
|48|47|56|60|64|81|69|71|75|53|50|,1
|48|53|47|81|68|80|,1
|74|77|,1
|48|75|80|81|70|68|,1
|47|55|63|67|81|68|76|80|,1
|48|56|81|80|74|72|55|77|,1
|48|67|73|74|76|79|,1
|54|50|79|,1
|54|60|67|74|75|77|,1
|80|68|70|47|55|81|,1
|53|49|47|55|56|57|63|66|67|81|69|72|73|74|75|76|77|50|78|80|,1
|58|56|47|48|60|78|80|55|57|68|74|50|53|63|,1
|56|50|80|77|,1
|47|77|,1
|48|56|81|78|80|50|74|63|,1
|80|67|65|76|,1
|48|53|62|63|66|67|75|76|79|,1
|54|56|60|63|69|,1
|48|81|74|75|80|,1
|48|55|56|77|80|,1
|48|56|70|68|74|80|,1
|55|57|63|81|50|80|,1
|7|28|29|33|34|,1
|48|47|55|56|60|62|67|69|73|75|76|78|80|,1
|56|58|60|81|74|77|79|,1
|48|47|56|57|74|,1
|80|67|68|74|,1
|48|49|47|55|56|67|70|77|50|78|,1
|48|49|47|55|56|58|81|72|73|74|77|50|78|80|,1
|48|58|63|66|67|69|70|75|50|78|,1
|55|56|77|50|80|,1
|28|29|33|40|42|50|,1
|48|56|64|66|81|77|50|76|74|70|68|67|62|55|49|,1
|48|56|57|78|80|,1
|47|56|58|59|67|81|70|72|78|80|,1
|48|47|67|72|50|80|,1
|2|3|9|18|20|21|28|29|31|33|38|42|43|44|,1
|48|47|56|58|73|77|78|59|67|70|72|50|,1
|48|49|57|55|53|47|78|80|50|76|72|70|,1
|48|56|70|72|74|50|,1
|48|63|68|70|50|80|,1
|48|54|56|69|77|53|49|57|63|67|,1
|49|55|56|61|68|70|72|74|,1
|53|67|70|76|,1
|56|55|50|80|,1
|53|49|47|56|66|67|69|75|76|50|80|,1
|48|54|49|47|56|58|60|63|65|81|74|77|50|78|,1
|47|56|69|75|77|78|50|76|74|67|49|48|,1
|48|81|68|70|74|78|80|,1
|48|81|77|78|55|61|,1
|48|47|56|57|60|81|68|70|74|75|76|80|,1
|73|50|78|80|,1
|73|75|49|55|67|72|74|50|,1
|48|56|58|60|64|68|69|70|76|78|,1
|48|56|63|67|81|68|69|70|74|75|76|80|,1
|48|56|80|74|70|68|67|61|57|,1
|67|74|77|50|,1
|60|70|71|77|,1
|80|61|63|67|72|74|50|48|,1
|47|56|57|70|80|,1
|48|56|47|77|80|72|,1
|48|47|55|56|74|80|,1
|48|47|55|70|78|,1
|48|47|56|69|77|80|53|63|65|68|70|74|76|50|,1
|48|49|47|58|59|60|66|69|72|74|75|77|80|,1
|49|47|56|63|81|72|76|80|,1
|48|57|49|74|56|58|69|75|,1
|60|81|74|80|,1
|2|7|8|9|11|13|14|18|20|21|25|26|27|28|29|30|33|34|37|38|42|43|,1
|48|56|57|58|59|67|81|68|70|72|73|74|50|78|80|,1
|48|63|67|68|70|,1
|49|57|63|66|67|68|70|71|74|75|,1
|72|74|50|73|80|,1
|1|4|5|10|11|12|14|15|16|18|19|20|22|25|26|29|30|31|33|37|39|41|42|46|51|,1
|53|56|57|58|61|63|65|67|69|70|72|73|74|76|77|50|79|,1
|48|53|54|47|55|56|58|59|60|63|64|66|67|68|69|70|74|75|76|77|50|78|80|,1
|48|47|75|77|80|,1
|48|55|56|57|60|67|70|72|73|74|75|76|77|50|78|80|,1
|48|47|56|58|78|80|53|,1
|56|81|77|,1
|48|49|47|57|58|67|81|68|70|74|76|77|80|,1
|48|56|57|62|63|65|81|68|70|71|75|76|77|79|,1
|9|10|18|21|27|28|29|33|34|38|43|44|,1
|67|74|50|48|,1
|48|49|55|57|56|47|53|77|78|80|67|,1
|48|61|65|67|81|68|74|80|,1
|10|11|14|20|21|29|33|34|38|41|42|44|50|51|,1
|53|56|63|74|76|80|,1
|48|56|60|69|80|57|61|63|67|70|74|76|,1
|48|49|47|55|56|61|62|63|66|67|81|68|72|73|74|75|76|77|50|78|,1
|54|47|56|72|74|77|80|,1
|48|55|56|81|68|77|80|,1
|47|56|61|81|77|75|74|76|50|80|62|48|,1
|48|47|56|57|63|66|67|72|73|74|77|50|78|,1
|48|47|56|63|69|72|74|75|76|77|50|80|,1
|48|47|56|58|60|69|76|74|50|80|,1
|48|47|55|58|59|81|68|72|73|74|75|78|,1
|56|60|80|,1
|47|56|62|66|69|73|80|55|57|61|63|65|67|74|76|50|,1
|48|49|47|56|57|67|73|74|76|77|50|80|,1
|48|55|56|57|63|67|81|68|76|77|50|80|,1
|48|49|55|57|50|79|53|47|56|81|75|77|,1
|56|57|59|67|77|78|,1
|56|48|68|,1
|48|57|79|77|53|49|,1
|48|56|67|70|74|80|,1
|48|55|56|57|81|75|76|80|,1
|48|47|56|64|73|75|77|80|53|55|57|61|63|68|70|74|76|50|,1
|47|56|57|67|,1
|48|56|67|70|74|,1
|48|66|79|,1
|53|56|81|70|76|50|80|,1
|50|76|74|70|68|63|48|56|81|80|,1
|48|47|56|57|63|67|68|70|72|73|74|75|76|50|,1
|71|60|58|56|47|53|75|77|78|80|76|74|72|70|68|67|59|48|49|,1
|56|63|70|74|,1
|3|4|9|10|11|12|14|17|18|19|21|24|26|27|28|29|31|32|33|34|35|36|38|39|41|42|44|48|49|50|51|,1
|47|56|57|63|67|81|68|70|76|78|,1
|56|63|67|81|79|,1
|53|49|47|55|56|57|65|67|81|68|69|72|74|77|50|80|,1
|77|70|56|69|73|75|80|63|81|,1
|2|3|9|10|11|12|14|15|16|19|20|21|23|25|28|29|30|32|33|34|37|38|41|42|44|48|49|50|,1
|48|47|55|58|64|67|81|68|70|72|80|,1
|48|47|56|67|73|50|78|,1
|74|50|67|77|80|,1
|48|49|47|56|57|61|74|76|77|,1
|80|77|81|55|68|70|74|72|48|56|,1
|48|56|57|74|75|77|80|,1
|48|49|56|67|68|73|74|78|,1
|48|49|47|55|56|57|58|61|74|76|77|50|80|,1
|2|9|10|11|12|14|15|17|19|20|21|25|27|28|29|30|31|34|38|44|47|48|50|51|,1
|48|54|56|47|81|55|57|63|68|70|78|80|,1
|48|56|57|58|63|68|70|74|,1
|8|36|39|51|,1
|53|56|57|63|64|67|69|70|75|80|,1
|48|76|53|60|81|80|,1
|48|49|47|55|56|58|70|72|73|74|77|50|78|80|,1
|48|53|49|47|56|58|60|61|62|63|64|65|66|81|68|69|70|74|75|77|50|80|,1
|53|79|59|58|,1
|48|53|55|56|61|63|67|72|74|,1
|48|49|47|55|61|78|80|,1
|79|74|67|70|,1
|53|63|66|67|69|74|75|76|50|,1
|48|79|,1
|60|62|64|81|77|80|65|68|70|72|76|,1
|63|64|81|69|70|80|,1
|48|56|57|63|70|73|74|80|,1
|48|73|77|78|80|70|74|68|47|56|,1
|48|56|67|76|80|,1
|47|56|57|63|80|,1
|74|68|56|,1
|67|70|74|53|71|80|57|56|77|63|,1
|48|47|56|57|67|,1
|48|53|49|47|55|57|58|59|60|62|81|68|72|73|74|50|78|80|,1
|48|49|67|73|74|75|76|77|50|47|63|,1
|48|56|70|78|80|67|,1
|48|47|56|58|81|73|77|78|53|49|57|67|68|70|72|74|76|50|,1
|48|47|72|77|80|,1
|55|56|57|75|77|50|80|,1
|56|75|77|80|50|74|48|47|72|,1
|56|81|70|74|75|77|80|,1
|56|62|64|81|69|73|78|80|50|76|74|72|70|68|67|63|61|55|49|48|,1
|6|9|11|12|16|20|21|28|29|32|33|37|38|40|,1
|48|49|47|55|56|57|58|59|63|65|81|68|70|74|77|50|78|80|,1
|48|56|81|73|68|74|76|80|67|,1
|48|53|49|55|56|57|63|64|81|68|70|71|74|76|77|50|80|,1
|60|58|59|71|75|,1
|48|56|58|67|74|80|,1
|48|49|47|55|60|61|67|68|73|74|75|76|78|,1
|55|56|74|79|,1
|48|55|56|61|,1
|53|56|57|61|63|81|68|70|74|76|77|50|80|,1
|53|47|63|67|77|50|,1
|3|29|,1
|48|47|78|80|50|81|,1
|47|55|56|62|63|64|81|77|78|80|,1
|3|10|12|21|28|29|33|47|,1
|69|75|77|78|76|74|72|67|63|56|47|53|57|,1
|48|56|75|80|55|74|76|,1
|48|55|56|57|67|68|75|78|80|,1
|48|47|55|56|60|62|63|67|81|68|74|50|80|,1
|70|74|77|80|,1
|48|56|58|62|64|81|69|77|79|63|67|,1
|48|47|55|56|60|68|70|74|77|50|78|80|,1
|48|56|57|68|69|71|75|77|,1
|48|55|56|57|60|63|67|81|74|80|,1
|67|57|58|60|66|68|75|71|56|55|,1
|56|57|67|68|70|80|,1
|48|56|67|70|75|80|,1
|56|81|57|68|70|74|79|67|,1
|48|56|57|63|65|67|77|50|,1
|56|70|73|74|75|50|80|,1
|48|69|75|80|53|55|63|67|70|72|74|,1
|48|49|47|55|56|57|58|60|63|64|65|81|68|70|74|78|80|,1
|48|75|77|55|70|74|56|50|68|49|,1
|55|56|58|60|,1
|80|81|56|57|61|63|65|68|70|50|48|,1
|53|49|55|56|57|67|69|72|74|77|80|,1
|47|56|80|67|63|72|,1
|48|53|47|56|58|59|60|69|78|80|,1
|47|56|69|75|80|50|70|67|53|,1
|70|67|76|56|53|48|,1
|48|53|47|70|79|,1
|47|56|58|57|67|80|,1
|68|70|81|80|67|55|69|74|,1
|56|68|70|75|76|80|,1
|54|49|55|56|67|72|74|77|50|80|,1
|48|47|50|,1
|47|55|56|60|63|67|69|,1
|76|70|48|81|74|,1
|57|67|74|76|,1
|2|9|11|12|14|27|29|30|34|41|42|43|47|48|49|,1
|48|53|47|56|58|59|60|70|72|73|74|77|50|78|80|,1
|48|47|55|57|58|68|71|74|75|,1
|48|81|70|,1
|78|77|47|74|48|49|68|,1
|55|56|63|69|,1
|47|55|68|70|74|78|,1
|80|72|67|63|60|58|56|47|,1
|48|68|69|70|80|,1
|18|33|,1
|75|56|80|,1
|48|53|54|49|47|63|67|81|74|76|77|50|80|,1
|71|,1
|48|53|47|56|58|69|70|77|80|,1
|33|34|42|43|44|,1
|48|56|66|80|53|,1
|56|48|81|68|76|50|55|72|74|,1
|48|47|55|60|81|70|77|80|,1
|53|67|70|80|,1
|48|81|55|68|70|74|47|,1
|48|53|47|56|57|58|63|67|81|68|70|72|74|75|77|50|80|,1
|53|49|47|55|56|62|63|65|81|69|72|75|80|,1
|48|47|67|72|77|50|,1
|59|76|79|53|60|58|63|48|47|,1
|48|53|49|47|56|57|58|66|70|72|73|74|75|76|77|50|78|80|,1
|58|64|74|77|80|,1
|49|50|74|70|77|72|,1
|48|53|47|59|66|67|70|,1
|48|49|47|56|57|81|68|70|73|74|76|77|78|80|,1
|48|47|81|80|70|,1
|48|47|67|81|70|72|74|77|,1
|76|70|67|65|63|57|69|56|47|,1
|56|67|65|57|55|53|50|73|,1
|48|49|47|58|63|64|66|67|81|68|74|75|76|77|50|78|80|,1
|48|49|55|56|63|67|72|73|74|75|76|77|50|80|69|,1
|48|56|57|60|68|70|80|77|,1
|56|81|74|75|77|79|,1
|48|56|58|70|74|50|,1
|48|55|53|47|56|66|81|69|76|74|63|,1
|48|55|74|80|,1
|47|67|70|,1
|48|55|63|64|67|81|68|69|70|72|73|74|75|76|77|50|78|80|,1
|48|55|57|76|50|53|47|56|71|,1
|48|74|75|77|56|50|80|,1
|48|53|47|56|57|61|63|66|67|72|78|80|,1
|48|54|55|56|58|60|67|81|68|70|75|76|77|50|80|,1
|48|49|55|56|57|64|67|70|74|76|78|80|,1
|63|69|81|60|56|47|48|80|62|57|70|50|,1
|61|62|75|,1
|7|12|14|28|33|34|51|,1
|48|53|54|49|47|55|56|61|63|64|67|68|69|70|74|75|76|77|,1
|47|55|56|58|67|68|80|,1
|48|47|55|57|63|70|73|74|,1
|48|47|56|81|78|80|74|70|68|67|57|55|,1
|8|9|10|18|33|36|38|,1
|55|57|68|70|74|75|77|,1
|53|63|,1
|49|55|56|63|66|67|69|72|74|50|80|,1
|48|47|58|73|78|80|,1
|48|47|56|69|75|77|80|57|78|67|76|,1
|48|47|56|57|63|67|81|68|70|72|73|74|76|50|80|,1
|48|54|65|74|75|79|,1
|48|53|54|49|57|63|65|66|67|81|76|77|50|80|,1
|4|16|20|28|29|33|34|37|38|42|43|,1
|48|47|75|,1
|56|81|68|50|,1
|48|47|70|74|77|50|78|80|,1
|7|9|10|11|13|14|15|16|17|18|20|21|27|28|29|31|33|34|35|37|38|41|42|43|44|51|,1
|47|55|57|72|74|77|80|,1
|80|70|56|48|74|57|67|,1
|57|68|70|73|74|77|78|,1
|70|74|75|76|,1
|48|49|47|55|56|57|62|66|67|81|68|70|71|72|73|74|76|77|50|80|,1
|80|56|47|48|,1
|53|47|55|56|72|77|,1
|48|47|55|56|58|63|81|69|72|74|75|77|50|80|,1
|70|78|80|,1
|48|47|56|57|58|59|60|63|70|73|74|75|77|78|,1
|48|47|55|56|57|74|78|,1
|48|49|47|55|59|58|56|67|68|70|72|74|76|50|78|80|75|71|,1
|48|49|47|56|57|58|60|63|64|67|81|68|69|70|74|77|78|80|,1
|48|47|56|57|61|66|67|73|50|80|,1
|47|53|48|56|58|60|81|69|77|78|80|57|49|63|76|50|75|,1
|56|81|69|80|,1
|60|69|73|77|55|68|74|76|48|47|78|,1
|56|81|71|80|57|68|74|,1
|48|55|56|58|59|67|69|71|77|50|78|80|,1
|81|80|74|68|55|48|,1
|48|55|56|57|58|65|81|68|74|78|80|,1
|48|56|47|62|81|69|73|75|77|80|50|76|74|72|67|65|63|57|53|,1
|48|47|56|81|75|77|50|74|67|57|53|64|,1
|48|74|75|50|80|,1
|60|66|74|76|78|,1
|48|61|68|74|76|77|50|80|,1
|72|74|47|56|75|77|78|80|57|,1
|48|53|66|67|69|70|74|75|76|80|,1
|7|10|12|14|21|29|33|34|41|,1
|48|53|47|56|63|67|81|68|70|72|80|,1
|48|49|70|72|73|74|77|50|80|,1
|48|49|47|56|58|59|72|74|77|78|,1
|56|47|58|73|77|80|76|74|72|70|68|67|61|55|49|,1
|3|10|21|29|33|,1
|48|55|56|61|67|81|68|70|75|77|78|,1
|47|55|63|81|68|69|75|76|50|,1
|48|50|55|58|47|60|,1
|53|49|47|55|56|57|60|63|64|67|81|69|70|72|74|75|76|77|50|78|80|,1
|48|56|57|62|67|68|70|77|80|,1
|64|81|68|70|77|,1
|14|15|20|21|29|33|34|37|38|,1
|48|81|77|70|74|76|50|,1
|48|47|68|70|78|,1
|3|4|7|8|9|10|12|14|19|20|21|28|29|35|39|42|49|50|51|,1
|48|55|50|74|72|70|68|67|56|53|75|77|,1
|48|53|49|59|80|,1
|48|49|47|56|57|58|68|70|71|72|74|75|77|78|80|,1
|48|53|47|66|67|69|70|78|80|,1
|48|57|55|70|72|77|,1
|53|56|60|63|67|69|74|76|79|,1
|61|63|76|79|80|,1
|80|77|50|55|53|47|,1
|48|56|58|81|74|80|,1
|48|53|47|56|63|65|67|81|68|74|75|77|50|78|80|,1
|48|47|75|50|63|61|49|53|80|,1
|67|70|74|77|80|,1
|48|47|57|58|70|72|73|74|75|77|78|80|,1
|48|69|80|63|65|68|70|74|,1
|47|55|63|72|50|78|,1
|48|47|80|78|77|50|74|72|55|49|53|,1
|48|56|58|60|66|81|80|76|74|68|67|63|61|53|49|,1
|48|60|68|70|74|,1
|47|56|58|67|72|76|77|50|80|,1
|80|47|81|,1
|56|81|77|50|70|67|57|,1
|54|47|55|67|69|70|74|75|80|,1
|48|47|56|60|81|71|75|80|78|,1
|47|70|80|55|81|48|77|,1
|49|77|80|,1
|48|47|56|81|55|78|80|50|,1
|49|47|55|56|63|81|68|70|73|74|76|77|80|,1
|21|28|29|33|34|38|39|40|,1
|47|56|77|50|,1
|47|59|62|67|,1
|80|50|67|48|,1
|11|14|20|27|28|29|31|32|34|38|41|42|44|51|,1
|48|56|57|63|66|80|,1
|49|55|56|58|63|65|68|70|79|,1
|55|56|57|81|68|70|72|74|77|50|80|,1
|47|60|63|68|70|77|80|,1
|48|53|49|47|55|56|67|70|75|77|50|78|80|,1
|48|56|57|63|65|66|67|81|68|70|74|75|76|50|,1
|48|55|56|57|58|81|69|74|75|77|80|,1
|7|28|29|33|,1
|48|81|68|,1
|48|56|57|59|67|80|,1
|4|6|9|10|11|14|16|19|20|21|24|28|29|30|31|32|33|34|36|38|39|40|41|42|43|44|45|,1
|54|69|80|53|63|67|76|56|60|,1
|48|56|80|76|74|70|67|63|61|55|53|57|,1
|57|63|66|68|70|,1
|48|54|49|47|55|56|58|59|60|67|69|72|74|77|50|78|,1
|53|56|58|67|74|77|50|,1
|56|70|79|,1
|56|63|66|67|68|69|70|73|74|75|76|77|50|78|80|,1
|48|53|47|55|56|74|75|77|50|,1
|67|69|73|,1
|50|74|77|80|55|58|56|67|72|57|49|53|48|47|75|78|,1
|48|56|74|75|80|,1
|48|47|56|60|69|75|80|,1
|80|74|77|,1
|48|47|55|56|68|70|75|77|78|,1
|62|67|70|74|77|50|80|,1
|48|53|68|74|47|67|,1
|48|47|56|57|58|63|64|81|68|70|74|76|77|50|80|,1
|65|67|53|47|,1
|56|57|58|60|61|63|66|67|69|74|75|76|77|50|78|,1
|48|56|81|75|77|78|80|55|57|59|67|68|70|72|74|76|50|58|49|47|,1
|47|55|56|72|77|59|67|58|60|,1
|48|53|49|47|56|57|68|69|70|72|74|75|77|80|,1
|67|70|74|76|80|,1
|69|56|48|55|57|63|65|67|50|80|75|73|71|,1
|47|56|69|75|77|78|80|76|74|70|72|67|63|55|,1
|48|53|55|56|57|70|80|,1
|80|81|,1
|80|75|76|,1
|48|55|56|59|67|72|73|74|77|50|78|80|,1
|48|49|47|55|56|80|,1
|53|47|55|56|60|67|69|74|75|80|63|,1
|56|67|68|70|74|50|,1
|48|47|56|60|77|80|49|55|57|50|,1
|56|61|63|,1
|9|10|11|13|14|15|21|28|29|31|32|33|34|,1
|48|67|69|,1
|47|55|70|74|80|,1
|48|49|47|55|75|79|,1
|48|75|67|,1
|48|62|81|70|50|79|,1
|48|53|49|47|56|57|81|69|74|76|77|80|,1
|48|47|67|68|73|75|76|77|,1
|48|53|49|55|59|69|72|74|76|77|78|80|,1
|21|28|29|30|33|34|37|38|44|47|48|49|50|51|,1
|48|58|64|75|78|77|80|49|63|67|70|74|76|50|,1
|53|47|57|67|70|72|74|77|50|78|80|,1
|48|53|54|47|55|56|57|58|64|69|70|77|78|80|,1
|48|53|47|56|58|59|60|71|72|73|74|77|50|78|80|,1
|3|14|21|28|29|47|49|50|,1
|48|56|58|77|78|80|49|72|74|76|,1
|48|81|77|57|55|79|70|68|74|,1
|47|67|50|80|,1
|48|49|47|55|56|63|68|70|74|76|50|,1
|56|75|70|80|74|48|,1
|53|54|56|57|63|65|67|68|69|71|74|78|80|,1
|48|47|56|74|,1
|53|67|70|77|,1
|56|48|68|70|,1
|47|55|58|70|74|77|80|,1
|53|49|47|67|70|77|50|80|,1
|48|56|58|64|81|69|73|75|80|53|49|55|57|63|68|70|74|76|,1
|48|47|56|57|58|67|74|75|76|77|80|,1
|48|53|57|61|81|68|74|80|,1
|48|56|47|58|62|64|66|73|75|77|78|53|49|55|57|63|67|68|72|70|74|76|50|,1
|63|66|76|80|,1
|48|49|65|67|73|75|80|,1
|54|56|60|78|55|67|50|,1
|48|57|81|68|70|74|76|80|,1
|48|49|56|64|74|76|,1
|48|47|56|81|49|55|70|74|68|73|59|,1
|48|61|,1
|48|55|56|58|60|67|81|70|74|77|79|,1
|67|80|77|49|,1
|48|54|49|47|56|57|60|63|65|66|67|81|68|69|70|74|77|50|80|,1
|80|55|74|49|,1
|49|47|55|67|70|74|80|,1
|48|75|78|74|72|67|55|50|80|,1
|48|53|76|79|,1
|81|,1
|48|49|47|55|56|81|68|70|73|74|,1
|48|49|55|57|60|61|67|69|73|74|77|50|80|,1
|72|50|53|47|58|78|,1
|48|56|57|62|80|,1
