pref_lookingfor,count
|80|70|48|47|74|68|67|,1
|77|57|74|,1
|13|14|20|22|29|37|41|45|46|48|49|50|51|,1
|56|61|63|81|73|74|75|77|50|80|,1
|48|47|55|56|57|63|65|67|69|70|72|74|75|76|78|,1
|48|74|72|78|77|75|56|58|,1
|14|21|51|,1
|48|53|49|47|55|56|57|81|68|69|70|73|74|75|77|50|78|80|,1
|54|55|56|58|60|81|68|70|80|,1
|48|56|80|55|,1
|68|72|55|56|75|,1
|56|50|47|53|55|57|67|,1
|55|56|57|68|70|80|,1
|48|65|70|75|80|,1
|49|47|60|61|81|69|80|,1
|70|57|80|78|47|48|,1
|53|58|61|67|69|70|75|77|50|80|76|,1
|72|74|75|80|,1
|14|17|19|28|29|32|34|44|47|48|50|,1
|60|81|50|80|,1
|80|70|74|48|,1
|48|80|67|70|74|53|63|47|56|,1
|53|56|57|63|81|68|70|74|75|76|80|,1
|48|49|47|55|56|58|63|67|81|68|72|73|74|77|50|78|80|,1
|48|55|81|80|68|,1
|55|67|70|73|,1
|48|53|56|70|76|77|80|,1
|56|80|81|57|,1
|48|56|61|67|74|75|80|,1
|48|47|58|60|68|80|,1
|48|56|58|81|69|77|80|67|74|76|55|,1
|48|47|56|74|79|,1
|48|47|56|58|61|62|63|81|68|69|70|72|76|50|78|,1
|48|55|56|57|65|64|,1
|53|63|69|74|75|,1
|48|56|47|64|75|77|80|76|70|55|74|72|68|,1
|58|56|60|80|78|72|70|74|47|48|,1
|48|53|55|56|57|58|63|69|74|75|50|80|,1
|48|54|47|56|58|65|74|75|78|80|,1
|48|55|74|75|50|,1
|50|80|78|56|53|47|48|77|,1
|57|56|67|69|80|48|,1
|56|67|77|78|80|,1
|48|55|56|57|80|68|60|47|,1
|78|80|75|74|67|57|56|,1
|56|67|69|74|77|50|,1
|56|80|78|,1
|81|74|50|79|,1
|48|55|56|57|58|67|70|79|,1
|48|54|56|61|63|75|76|50|80|,1
|48|56|80|50|76|74|67|55|49|,1
|2|3|9|10|29|33|48|,1
|74|77|50|80|,1
|48|55|56|62|63|64|81|68|69|74|50|80|,1
|56|58|75|77|80|59|49|67|72|74|47|78|55|,1
|48|81|79|,1
|48|49|47|55|69|70|74|77|50|78|,1
|48|55|58|60|61|67|81|68|70|74|75|80|,1
|48|47|55|56|58|64|72|75|50|80|,1
|7|15|16|27|28|29|33|37|38|51|,1
|55|77|73|67|74|,1
|48|54|49|47|56|58|59|60|67|81|74|76|77|78|,1
|9|10|15|21|28|29|31|33|34|38|44|,1
|48|47|56|58|66|69|73|75|77|78|80|53|49|59|63|67|72|74|50|,1
|48|49|55|70|50|53|47|56|62|81|77|78|,1
|48|49|47|56|68|70|72|73|74|77|78|,1
|48|56|57|62|63|65|67|68|69|70|74|75|77|50|80|,1
|48|47|55|63|81|68|70|74|80|,1
|48|53|59|57|72|74|80|78|,1
|47|56|68|70|74|77|80|,1
|48|49|47|55|56|58|63|67|81|68|70|72|73|74|77|50|78|80|,1
|48|49|47|55|56|60|68|72|77|78|,1
|47|55|56|76|80|,1
|48|47|56|62|63|67|77|50|80|,1
|70|80|47|81|,1
|53|56|67|70|74|77|79|,1
|47|56|70|74|77|80|,1
|77|55|70|58|62|47|,1
|48|47|55|56|57|65|68|70|74|79|,1
|67|74|65|69|53|,1
|48|53|54|49|47|65|66|67|69|77|78|80|,1
|48|47|56|78|68|,1
|48|55|56|57|58|59|60|63|64|81|68|74|76|80|,1
|68|70|74|53|56|77|80|,1
|49|47|60|63|68|70|72|74|76|50|80|,1
|68|70|80|78|77|75|,1
|56|81|80|50|74|70|68|67|63|,1
|47|56|57|58|76|77|50|78|80|,1
|56|60|81|69|55|70|74|80|49|,1
|53|56|50|76|70|63|57|55|48|62|78|58|,1
|48|53|47|56|81|68|77|78|80|49|67|50|69|,1
|56|57|74|80|,1
|63|66|70|80|,1
|56|57|61|63|69|70|74|75|76|77|,1
|48|47|53|66|81|68|78|77|75|,1
|55|63|69|75|77|50|78|,1
|3|9|27|31|42|,1
|67|76|80|,1
|48|74|77|80|,1
|48|47|55|67|80|,1
|48|81|75|80|55|68|70|76|,1
|48|53|47|56|57|67|70|77|80|,1
|48|53|49|47|55|56|67|70|72|73|74|76|77|50|78|80|,1
|48|56|57|58|59|60|61|74|75|78|,1
|47|56|77|80|,1
|28|29|32|42|,1
|48|70|68|80|,1
|60|65|81|75|,1
|48|47|55|56|57|58|62|63|64|81|68|70|74|77|50|,1
|3|11|14|28|29|31|32|41|42|,1
|48|56|62|81|78|80|55|57|61|63|,1
|48|56|60|62|81|69|77|80|50|76|74|72|70|68|67|65|63|53|,1
|48|55|58|60|81|70|74|75|50|78|80|,1
|53|47|55|57|58|59|60|70|72|74|77|50|78|80|,1
|80|77|48|56|81|49|68|70|,1
|56|58|63|77|78|80|,1
|47|56|67|50|,1
|55|81|72|73|74|80|56|,1
|48|55|57|74|50|47|56|69|77|80|,1
|48|53|49|47|55|56|57|60|62|63|64|67|73|74|75|76|77|50|80|,1
|53|49|47|55|70|74|77|50|80|,1
|68|70|80|56|48|55|,1
|48|47|56|67|74|77|50|80|,1
|48|80|47|56|,1
|48|57|58|61|63|66|67|68|69|70|74|75|50|78|80|,1
|53|56|63|67|,1
|67|70|74|56|58|48|80|75|57|,1
|47|56|72|75|77|50|78|,1
|48|54|49|47|56|58|60|61|64|81|68|70|72|74|75|77|50|80|,1
|48|47|64|77|75|53|49|55|65|67|74|70|76|50|79|,1
|55|68|76|80|,1
|48|49|56|47|75|80|70|61|57|66|,1
|67|69|75|76|,1
|67|80|50|68|,1
|48|47|56|61|74|76|77|50|,1
|75|69|65|63|48|58|64|66|77|80|53|50|70|,1
|48|54|47|56|58|60|62|64|81|69|71|75|77|78|80|49|55|57|63|65|67|68|70|72|74|76|50|,1
|48|47|55|80|,1
|48|49|47|55|58|63|,1
|53|49|47|56|66|67|81|69|76|77|50|80|,1
|58|71|80|74|55|,1
|48|61|81|74|80|,1
|7|12|13|14|20|21|23|24|27|28|29|33|37|38|41|42|44|47|50|51|,1
|48|61|50|80|,1
|48|57|58|60|67|70|74|,1
|48|54|56|67|70|73|75|80|,1
|80|75|58|56|48|55|49|67|,1
|2|3|9|10|11|14|20|21|22|28|29|32|33|34|37|38|39|42|44|45|,1
|48|56|57|58|59|81|68|74|79|,1
|47|55|56|68|70|74|78|80|,1
|48|55|56|57|62|81|68|71|74|76|77|50|78|80|,1
|74|50|,1
|67|66|48|57|74|47|,1
|56|57|61|67|81|70|80|,1
|48|53|47|56|58|81|69|78|80|,1
|47|70|72|74|75|80|,1
|7|25|26|28|29|42|,1
|48|47|56|66|77|78|80|53|55|61|63|70|,1
|48|47|56|58|66|73|78|80|55|67|72|74|76|,1
|63|64|65|66|67|81|68|69|70|74|75|76|80|,1
|27|28|29|33|43|,1
|47|56|58|60|66|81|68|69|70|74|76|77|50|78|80|,1
|48|47|81|69|67|66|72|74|50|78|80|,1
|68|70|80|54|,1
|48|47|55|56|58|63|81|68|69|70|74|75|76|77|78|80|,1
|63|70|74|75|50|79|,1
|48|78|80|74|67|72|77|53|55|,1
|49|56|65|74|77|80|,1
|47|57|81|74|50|80|,1
|48|56|81|55|68|75|,1
|48|54|49|47|55|56|58|68|69|70|72|75|77|50|78|,1
|48|56|73|74|77|,1
|48|56|62|71|75|55|57|67|80|,1
|48|56|57|58|64|81|69|80|,1
|48|47|58|59|69|70|77|,1
|68|48|74|77|78|,1
|48|54|49|47|55|56|58|60|67|81|72|73|74|77|50|78|80|,1
|48|63|65|50|80|,1
|61|68|72|74|50|56|60|81|77|,1
|53|80|76|65|63|,1
|53|63|67|69|76|48|,1
|56|57|65|81|68|70|80|,1
|56|68|75|79|74|,1
|48|65|68|70|74|76|,1
|48|57|47|77|78|80|50|,1
|48|50|53|56|58|80|66|,1
|48|53|47|55|56|61|64|70|72|74|76|77|50|80|,1
|48|56|61|81|70|80|,1
|79|74|77|67|,1
|80|67|72|,1
|48|49|55|56|57|58|60|61|65|81|68|70|71|73|77|79|,1
|48|49|55|56|60|61|63|81|68|70|74|78|,1
|56|63|67|81|69|74|76|77|50|,1
|69|79|,1
|48|68|70|72|76|53|47|,1
|3|10|14|21|27|28|29|30|32|33|34|41|43|,1
|61|67|70|80|48|,1
|48|55|56|62|63|67|81|68|70|74|50|80|,1
|48|54|56|81|68|78|80|,1
|56|58|81|73|75|,1
|80|72|55|,1
|48|63|67|69|73|,1
|48|47|56|58|59|70|73|75|50|78|,1
|53|55|58|60|67|69|70|76|77|50|80|,1
|2|3|9|10|11|12|14|19|20|21|24|28|29|30|31|32|33|34|37|38|41|42|49|50|,1
|48|69|74|70|68|63|80|66|,1
|48|61|67|70|80|,1
|10|11|14|28|29|33|44|,1
|53|49|47|55|56|63|64|65|67|69|75|76|77|50|,1
|48|55|56|61|64|70|74|50|80|,1
|49|47|55|56|60|72|74|75|77|50|78|,1
|48|54|47|58|61|67|70|74|75|50|78|,1
|55|56|57|,1
|48|57|67|70|74|56|80|53|78|,1
|53|63|66|81|70|,1
|48|53|60|61|62|63|64|66|67|76|50|80|,1
|48|47|56|66|78|80|76|74|72|68|67|63|49|53|,1
|48|47|56|58|69|70|72|77|78|80|,1
|54|49|47|56|57|58|59|60|67|68|70|74|75|77|50|78|80|,1
|48|47|67|68|70|72|74|73|77|,1
|48|56|63|81|68|70|74|76|,1
|48|47|55|58|62|63|64|65|67|81|68|73|74|77|78|,1
|48|47|56|68|70|,1
|55|56|47|62|63|65|64|81|68|70|74|76|50|80|77|75|,1
|48|53|47|55|56|57|63|81|68|75|76|,1
|67|66|78|,1
|79|56|58|81|74|48|,1
|48|73|75|80|49|57|76|70|72|50|,1
|57|74|50|77|78|,1
|48|55|57|58|59|68|74|75|76|50|,1
|48|56|58|62|81|73|75|78|61|63|67|74|50|,1
|48|55|58|69|74|78|80|,1
|47|69|75|78|80|70|68|67|56|60|,1
|55|60|67|72|80|48|57|73|77|81|47|70|76|69|74|50|,1
|56|57|66|67|,1
|48|47|55|56|57|58|59|60|61|81|68|70|73|74|75|76|77|50|78|80|,1
|49|57|63|66|67|70|74|76|77|50|80|,1
|48|69|80|53|55|67|74|56|47|,1
|9|12|21|28|29|33|38|,1
|48|53|55|56|58|61|67|81|69|50|80|,1
|67|69|70|74|,1
|70|75|80|56|,1
|53|54|63|66|69|70|75|76|,1
|48|47|56|57|58|59|67|70|75|78|80|,1
|53|69|76|73|,1
|56|57|65|68|70|75|76|50|80|,1
|48|53|47|56|57|70|50|79|,1
|47|56|69|,1
|52|53|47|55|56|57|69|,1
|48|47|56|58|69|75|77|78|80|53|49|55|63|70|74|76|50|,1
|48|54|75|80|55|81|69|78|67|47|,1
|7|21|29|33|38|44|51|,1
|56|81|69|80|55|70|68|76|48|67|,1
|48|49|57|67|74|50|80|78|,1
|56|63|66|76|,1
|49|47|55|56|58|74|77|50|,1
|48|56|57|63|67|68|73|74|76|50|80|,1
|48|56|58|69|75|80|78|49|,1
|56|58|81|74|77|50|79|,1
|48|53|49|55|58|60|62|63|64|66|67|81|68|70|72|73|74|75|76|77|79|,1
|55|58|60|81|77|79|,1
|57|56|48|58|75|74|,1
|48|53|56|58|63|64|67|81|68|69|70|76|80|,1
|56|73|53|67|50|80|,1
|48|47|56|58|63|66|67|81|68|69|72|74|75|76|77|50|80|,1
|48|47|55|56|67|81|74|75|77|50|80|,1
|56|64|81|69|75|77|50|76|74|67|63|,1
|53|47|57|58|67|70|72|74|77|80|,1
|48|47|81|77|80|49|55|63|67|74|50|53|62|64|,1
|48|47|55|56|57|58|59|65|67|81|68|69|70|72|73|74|76|80|,1
|48|57|63|67|68|70|50|76|,1
|48|49|47|55|56|57|62|63|64|65|67|69|70|72|74|75|77|50|78|80|,1
|48|47|68|77|50|,1
|74|78|,1
|80|78|77|75|69|66|53|50|76|63|,1
|68|53|56|80|55|74|,1
|56|67|69|70|80|,1
|48|56|81|73|75|77|80|53|49|55|57|67|70|68|74|76|50|,1
|47|70|78|77|50|48|,1
|56|58|67|81|69|74|75|76|,1
|48|56|63|67|70|77|80|,1
|55|56|61|68|74|50|,1
|48|47|56|69|55|57|59|50|77|78|,1
|77|80|67|70|74|76|50|,1
|48|56|61|75|80|47|,1
|10|12|14|17|21|28|31|44|46|47|48|,1
|48|47|55|56|81|68|70|77|78|,1
|48|47|55|56|57|58|63|65|70|,1
|70|76|80|67|74|,1
|48|55|58|67|69|73|74|77|80|,1
|48|53|49|47|55|56|57|61|63|65|66|67|81|68|69|70|74|76|50|80|,1
|47|67|70|74|77|80|,1
|55|56|57|63|66|81|74|75|77|80|,1
|14|15|21|28|29|33|37|38|39|42|51|,1
|48|56|63|70|68|77|78|80|67|49|55|,1
|56|67|79|80|,1
|48|56|60|75|74|,1
|48|49|47|56|58|62|81|68|77|80|,1
|3|9|10|11|12|13|14|17|18|19|21|23|24|27|28|29|30|31|32|33|34|36|38|41|42|44|47|48|49|50|,1
|56|57|63|67|68|74|48|,1
|53|48|55|49|57|56|71|75|77|78|80|50|76|74|70|,1
|47|55|56|58|62|63|64|81|69|72|73|74|75|77|50|80|,1
|48|53|47|67|81|79|,1
|48|81|55|68|70|,1
|47|61|70|74|67|53|56|77|48|,1
|48|47|55|56|61|63|64|65|81|69|73|76|50|,1
|48|47|67|69|,1
|48|56|81|75|80|74|72|70|68|67|55|,1
|47|56|66|67|69|80|,1
|48|47|55|56|67|68|72|73|74|78|80|,1
|48|70|74|60|80|47|78|,1
|55|56|57|63|81|68|71|50|80|,1
|56|58|81|69|75|80|57|70|74|,1
|80|70|77|47|78|,1
|48|53|47|55|56|58|67|70|72|74|75|77|50|78|80|,1
|48|53|47|55|56|57|58|59|60|64|66|68|69|70|72|74|75|77|50|80|,1
|48|69|73|63|50|72|,1
|53|47|56|63|70|74|80|,1
|53|55|70|75|50|80|,1
|73|75|50|74|,1
|48|56|58|66|81|63|76|75|79|,1
|48|53|49|47|55|56|57|58|62|63|64|67|81|68|69|72|73|74|75|76|77|50|78|80|,1
|48|49|55|57|59|61|63|65|67|68|70|72|74|76|50|79|80|78|77|75|73|69|71|81|66|64|62|60|58|56|47|53|,1
|48|53|47|55|56|60|69|72|74|77|50|78|80|,1
|70|55|48|80|71|,1
|48|55|61|67|81|70|72|74|76|78|80|,1
|48|47|81|80|55|68|70|56|,1
|48|47|56|62|66|81|69|73|77|53|49|55|57|63|68|70|72|74|76|50|,1
|67|75|76|80|,1
|48|49|55|64|75|,1
|48|53|47|55|56|57|58|59|68|69|70|74|75|78|80|,1
|56|58|69|75|77|78|80|50|74|70|67|57|,1
|6|7|8|9|10|14|18|20|21|27|28|29|31|33|34|38|42|44|47|49|50|,1
|47|55|56|57|63|64|65|67|70|76|77|78|80|,1
|48|56|81|63|53|80|,1
|48|47|55|56|67|72|77|80|,1
|48|47|60|81|69|80|77|50|74|72|70|68|67|53|55|,1
|48|56|67|81|68|70|74|77|50|78|80|,1
|56|58|59|60|63|66|67|69|76|77|,1
|48|47|55|56|61|67|70|74|75|77|50|79|,1
|48|56|63|67|,1
|48|61|63|67|68|70|76|50|53|47|69|77|,1
|48|47|55|58|67|80|,1
|56|75|50|78|,1
|48|49|47|55|56|57|58|59|63|67|69|74|75|76|77|50|78|80|,1
|6|7|8|9|10|11|12|14|15|16|17|18|20|21|23|24|25|26|27|28|29|30|31|32|33|34|38|41|42|43|51|,1
|55|80|75|53|47|56|67|49|57|63|65|50|78|77|,1
|77|80|60|55|57|63|68|70|76|47|56|58|74|,1
|48|49|47|57|73|74|77|80|,1
|48|55|73|74|76|80|,1
|48|47|56|58|60|55|49|65|68|70|81|74|,1
|48|53|47|61|63|67|69|74|75|,1
|53|47|56|57|67|72|74|76|77|78|80|,1
|49|47|56|58|59|60|74|77|,1
|75|81|56|74|80|,1
|63|68|70|,1
|48|54|47|55|56|57|58|62|63|67|81|69|74|75|76|77|80|,1
|74|68|67|48|81|80|,1
|48|53|55|56|57|58|81|68|70|73|74|77|50|80|,1
|48|56|61|63|66|67|68|70|76|80|,1
|48|58|81|69|75|77|80|55|57|67|76|,1
|48|47|56|57|70|72|74|77|50|80|,1
|53|47|56|57|77|78|,1
|80|77|81|63|,1
|47|56|67|76|77|80|,1
|55|70|73|80|,1
|58|69|77|50|74|67|55|49|53|54|,1
|48|47|56|66|73|75|77|78|50|76|74|72|70|67|61|55|49|53|,1
|63|66|67|69|71|75|76|,1
|47|77|67|58|56|,1
|56|81|50|80|,1
|47|58|62|81|75|55|49|57|68|74|79|77|56|63|,1
|64|66|,1
|48|56|58|80|47|77|50|74|72|53|70|55|67|78|54|68|,1
|48|73|80|67|,1
|48|56|58|,1
|48|47|55|56|70|74|75|77|80|,1
|77|57|70|68|76|63|79|56|,1
|48|56|67|81|73|50|80|53|69|,1
|1|2|3|4|5|6|9|10|11|12|14|16|20|21|22|27|28|29|30|31|32|33|34|35|38|39|40|42|44|45|,1
|48|54|56|58|67|68|69|77|50|,1
|56|63|74|77|79|,1
|81|68|80|74|60|78|,1
|78|53|49|67|74|60|66|69|,1
|7|9|11|14|20|21|27|28|29|31|33|34|38|,1
|48|53|49|47|55|56|57|58|60|61|62|63|64|66|67|69|70|73|74|76|77|50|78|80|,1
|56|63|67|81|68|70|80|,1
|48|49|47|55|56|72|75|,1
|66|80|,1
|48|57|80|75|58|53|47|72|,1
|48|54|47|58|67|76|77|50|78|80|,1
|56|58|60|68|80|,1
|48|47|60|81|68|74|,1
|2|10|11|12|13|14|15|18|19|20|21|25|26|27|28|29|30|31|33|34|38|41|42|43|44|47|48|50|,1
|75|80|48|54|,1
|53|47|55|58|67|74|80|,1
|3|13|14|21|25|26|31|32|33|34|37|44|,1
|48|53|47|58|59|60|67|74|,1
|48|47|56|58|78|57|61|74|50|,1
|48|47|55|58|59|60|62|67|69|78|80|,1
|48|47|56|57|64|81|68|70|78|80|,1
|63|67|75|78|80|,1
|48|47|56|77|74|76|50|67|72|58|49|,1
|68|74|79|,1
|49|71|,1
|56|47|80|55|57|67|70|74|50|48|68|72|,1
|56|61|67|70|74|80|,1
|48|56|77|80|67|70|74|50|53|72|60|,1
|53|49|47|55|56|57|59|64|72|74|77|78|,1
|47|56|81|69|77|50|78|80|,1
|48|78|80|55|68|70|74|,1
|63|65|67|69|50|79|66|,1
|48|68|,1
|47|56|58|69|80|57|59|,1
|56|68|70|76|,1
|48|62|81|68|74|80|,1
|48|53|49|47|55|63|81|73|77|50|78|80|,1
|53|81|55|60|48|80|70|68|67|63|,1
|48|47|56|58|81|69|77|78|80|53|49|55|57|67|68|70|72|74|76|50|,1
|48|55|70|76|80|,1
|48|58|63|80|,1
|67|50|56|77|,1
|48|56|63|81|68|70|74|79|,1
|53|63|65|68|80|75|78|67|60|62|66|81|69|73|71|47|58|56|48|57|55|49|59|61|74|72|70|76|50|77|,1
|47|81|68|77|50|80|,1
|48|47|55|58|81|72|78|,1
|48|47|55|67|81|77|80|,1
|48|49|47|55|56|57|59|61|63|69|73|50|58|77|78|53|74|,1
|70|73|71|48|49|63|65|53|56|80|74|,1
|9|14|17|18|19|27|28|29|33|34|38|,1
|48|67|76|,1
|48|53|59|73|80|,1
|54|60|75|80|55|68|47|74|81|72|50|,1
|54|49|47|55|56|58|72|74|75|,1
|48|53|55|56|57|68|70|74|75|76|77|50|80|,1
|48|53|47|56|58|63|66|67|81|68|69|70|72|74|75|77|50|80|49|57|,1
|56|57|61|81|68|70|74|80|,1
|53|54|47|55|56|58|63|65|81|68|77|50|78|80|,1
|53|47|63|67|81|74|76|50|80|,1
|7|27|28|29|33|34|38|51|,1
|79|74|69|,1
|54|49|47|56|60|77|50|78|,1
|2|3|4|9|10|11|12|13|14|15|18|19|20|21|27|28|29|31|32|33|34|37|38|40|42|43|44|47|50|51|,1
|48|68|70|57|78|80|47|,1
|53|66|,1
|48|56|57|61|81|73|74|50|80|,1
|48|47|55|63|81|74|75|76|78|80|,1
|54|56|81|53|55|67|74|50|79|48|60|,1
|48|55|68|70|74|76|78|80|,1
|53|69|70|74|75|,1
|48|53|63|67|69|70|74|76|77|,1
|48|47|56|81|80|68|,1
|48|73|77|50|,1
|54|69|80|,1
|56|68|70|80|48|,1
|53|47|56|63|81|68|69|70|73|74|80|,1
|66|67|78|80|,1
|48|81|50|61|55|,1
|48|54|60|63|65|69|70|75|76|77|78|80|,1
|67|48|63|74|,1
|48|49|56|57|58|61|69|71|77|80|,1
|48|74|80|47|56|,1
|48|49|47|56|63|64|74|76|77|50|,1
|48|55|60|69|76|,1
|47|55|63|65|67|81|79|,1
|56|77|80|67|50|,1
|70|68|80|47|,1
|48|53|49|47|55|56|57|64|66|68|77|50|78|,1
|48|47|56|62|67|68|81|80|74|,1
|48|56|80|78|81|55|57|67|68|70|74|,1
|48|53|56|50|80|,1
|48|56|57|60|70|78|,1
|56|57|61|63|65|66|67|81|68|70|71|79|,1
|48|80|67|68|47|56|69|74|60|77|49|55|,1
|56|57|71|,1
|10|14|18|28|39|41|,1
|48|49|47|55|56|57|68|70|74|80|,1
|48|56|62|63|68|70|71|74|75|76|77|50|78|80|,1
|47|55|81|78|,1
|80|77|48|,1
|48|56|57|60|67|81|68|80|,1
|48|49|55|56|61|74|75|76|77|50|80|,1
|47|60|81|80|,1
|48|75|,1
|14|15|16|18|20|23|24|25|26|29|33|37|38|40|42|51|,1
|75|68|48|57|70|74|50|77|,1
|48|56|81|68|70|71|73|50|80|,1
|48|53|56|60|63|67|77|80|,1
|48|49|56|68|74|,1
|33|,1
|48|56|81|71|80|67|,1
|48|68|70|50|75|73|47|53|,1
|48|49|47|55|72|73|76|77|50|78|80|,1
|48|47|55|67|68|70|74|80|,1
|48|47|81|78|80|67|77|,1
|48|54|47|55|67|68|70|73|74|75|76|78|80|,1
|63|68|,1
|49|58|60|74|76|80|,1
|48|49|55|57|72|74|53|47|56|77|78|80|,1
|47|55|67|70|68|74|73|75|,1
|53|47|70|77|,1
|47|58|64|77|78|74|50|70|,1
|47|56|58|63|65|81|68|69|71|76|77|50|78|80|,1
|49|47|55|70|74|78|,1
|48|47|56|80|57|70|58|,1
|48|47|55|56|58|60|63|67|81|68|71|72|73|74|76|77|78|80|,1
|55|61|74|78|77|75|48|58|79|70|,1
|60|62|81|80|,1
|53|49|55|56|58|67|69|72|74|77|80|,1
|57|53|69|75|,1
|66|74|,1
|47|67|68|74|75|76|80|,1
|80|74|75|70|48|55|57|56|76|50|47|78|67|,1
|47|67|72|74|80|,1
|67|56|55|74|77|80|47|53|48|69|,1
|53|56|61|63|66|67|76|80|,1
|48|53|47|55|69|75|78|80|,1
|48|47|56|58|81|71|78|80|49|55|61|67|68|70|72|74|76|50|,1
|48|61|63|67|80|,1
|48|47|55|57|58|60|81|68|78|80|,1
|53|55|62|63|80|,1
|81|48|47|75|53|49|55|68|70|74|,1
|56|57|63|65|67|68|70|74|79|,1
|6|7|9|14|21|27|28|29|31|33|38|39|42|47|48|51|,1
|48|55|56|61|81|68|73|77|,1
|48|47|55|56|57|58|59|63|66|67|81|68|69|70|71|74|76|77|80|,1
|48|53|47|68|69|70|77|78|80|,1
|81|54|60|,1
|1|10|15|19|21|22|28|34|37|41|,1
|48|47|68|70|76|,1
|57|78|,1
|48|49|56|57|67|69|71|74|76|77|50|80|,1
|48|57|73|78|80|,1
|69|77|80|68|70|56|,1
|56|60|73|75|,1
|47|56|74|77|80|,1
|48|55|56|58|63|64|81|68|69|70|71|74|77|,1
|2|3|10|14|21|31|32|34|44|,1
|63|56|53|69|,1
|48|49|47|56|57|58|59|62|63|64|65|67|81|68|69|70|71|72|73|74|77|50|78|80|,1
|3|9|10|11|27|28|29|33|34|42|44|48|,1
|47|55|56|58|62|67|81|74|,1
|64|80|65|57|,1
|47|55|56|58|59|60|66|67|68|69|73|74|76|77|78|80|,1
|48|47|56|81|68|70|74|78|80|,1
|53|47|56|72|74|77|,1
|48|47|56|58|57|55|49|63|67|70|72|74|76|50|77|78|80|,1
|55|56|57|61|63|67|81|68|69|70|74|76|80|,1
|55|67|70|80|76|,1
|48|49|47|55|58|60|67|70|73|74|77|80|,1
|48|49|56|58|60|63|69|77|78|80|,1
|48|47|56|81|75|77|49|55|57|65|72|74|50|,1
|53|47|57|58|61|81|69|,1
|80|58|60|55|57|67|,1
|48|57|60|80|,1
|48|57|61|65|81|74|75|50|,1
|66|69|80|61|53|67|63|76|,1
|56|81|69|75|80|57|68|,1
|56|58|75|76|77|80|,1
|57|53|47|67|80|,1
|63|66|67|74|76|,1
|48|66|69|80|57|63|,1
|49|55|57|65|74|50|47|56|77|80|,1
|48|47|61|73|75|80|76|74|70|,1
|48|47|56|58|69|75|76|74|,1
|48|47|57|63|76|80|,1
|48|47|55|58|72|73|74|75|77|50|78|80|,1
|48|53|47|57|58|63|66|67|69|74|75|76|77|50|78|80|,1
|48|56|66|69|76|77|80|74|,1
|48|57|81|68|70|,1
|3|9|10|20|27|29|33|38|42|,1
|48|47|56|61|67|68|70|72|73|74|77|50|,1
|67|74|78|,1
|48|53|47|55|56|58|60|70|74|75|77|50|,1
|47|56|58|48|66|69|73|77|78|80|49|55|61|63|67|68|72|74|76|50|,1
|2|3|4|7|8|11|12|13|14|18|19|21|27|28|29|31|34|42|44|47|48|49|50|,1
|56|67|74|79|,1
|56|63|76|,1
|57|63|67|80|,1
|48|57|64|67|78|,1
|67|53|58|69|74|47|70|57|56|,1
|48|47|56|58|60|63|64|67|70|74|75|76|,1
|48|49|55|58|68|70|74|77|50|78|,1
|47|55|57|58|60|77|78|80|,1
|7|8|11|12|13|14|15|16|17|18|20|21|23|25|26|27|28|29|30|31|32|33|34|36|37|38|40|41|42|43|44|47|48|50|51|,1
|48|56|81|77|55|68|70|72|74|79|,1
|56|67|70|75|,1
|10|12|14|24|28|29|31|33|34|,1
|47|56|58|67|70|73|74|76|50|80|,1
|48|47|56|58|60|69|77|78|80|50|74|72|70|67|55|49|,1
|53|63|64|72|74|79|,1
|48|47|55|67|68|,1
|48|56|58|67|70|73|74|50|80|,1
|48|49|55|47|58|81|68|67|70|74|73|77|80|78|,1
|63|69|70|80|74|68|61|49|53|,1
|66|67|81|68|70|75|,1
|47|56|53|49|67|70|74|76|50|77|80|,1
|54|56|58|63|74|75|,1
|48|55|56|81|68|75|80|,1
|48|80|63|65|,1
|63|66|67|68|70|74|80|,1
|56|57|65|66|81|68|77|80|,1
|48|55|57|56|78|,1
|81|69|73|80|63|74|76|50|48|62|,1
|48|49|47|55|56|58|59|60|61|67|72|75|76|50|78|,1
|54|80|58|57|70|74|,1
|80|72|74|69|77|63|47|56|49|53|57|55|48|76|50|,1
|48|47|55|56|67|81|68|70|80|,1
|48|56|62|64|69|53|55|61|50|77|,1
|55|57|74|50|56|69|75|48|49|70|,1
|48|47|57|58|63|67|81|68|70|72|73|74|77|80|,1
|48|54|49|47|55|61|70|74|75|,1
|48|47|56|58|77|80|74|68|65|63|55|49|,1
|48|56|63|67|81|68|80|,1
|48|78|80|77|56|58|47|55|,1
|53|49|47|56|57|58|60|61|63|66|67|81|70|74|50|80|,1
|47|56|63|67|68|69|72|78|,1
|48|47|56|70|73|77|78|80|,1
|48|67|81|62|56|80|74|70|68|63|,1
|70|80|48|68|67|47|74|,1
|9|10|14|18|21|27|28|29|33|34|38|47|,1
|63|66|70|,1
|48|53|47|55|56|57|58|60|61|81|68|70|71|73|74|75|77|50|78|79|,1
|68|48|56|80|81|77|55|74|57|,1
|61|74|50|80|,1
|54|67|68|69|70|74|75|76|50|,1
|48|56|58|67|81|68|69|70|72|74|76|80|,1
|48|65|81|74|75|,1
|48|47|56|63|70|74|,1
|48|49|47|55|81|68|70|50|78|,1
|21|27|28|29|,1
|80|81|57|50|67|60|56|47|,1
|21|28|29|33|34|42|43|,1
|68|70|80|81|77|50|,1
|56|64|75|,1
