TRIM(pref_turnsmeon),
|4|8|14|20|,
|4|7|8|11|17|18|20|21|22|26|,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|3|7|10|17|18|20|22|25|27|29|,
,
|3|5|10|11|13|14|15|17|18|20|21|22|25|26|28|,
,
,
,
,
|4|5|7|10|11|13|16|20|22|25|,
,
|2|3|4|5|7|11|17|18|22|25|26|27|,
,
|14|55|56|58|,
,
,
|4|5|7|9|11|12|14|18|21|22|26|27|,
,
,
,
,
,
,
,
|5|7|14|15|17|18|20|22|25|27|28|29|,
|3|4|5|7|11|18|,
,
|2|3|4|5|6|7|8|11|14|15|16|17|18|20|22|24|25|27|28|29|,
,
,
|4|5|7|8|10|11|12|13|14|15|17|18|20|21|22|23|25|27|29|,
,
,
,
,
|2|3|4|5|7|10|11|12|14|15|16|17|18|20|21|22|26|27|29|,
|4|5|7|9|14|15|16|17|18|20|22|23|26|27|29|,
,
|5|8|9|20|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|5|7|14|15|17|20|22|26|,
,
,
|3|4|5|7|8|11|13|14|15|17|18|20|21|22|25|27|28|29|,
,
,
,
,
,
,
,
|30|31|4|18|48|10|11|54|14|17|16|55|56|,
|3|4|5|7|14|17|20|22|,
,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|5|6|10|11|14|15|17|18|20|21|22|23|26|27|28|29|,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|7|10|11|13|14|15|16|17|18|20|21|22|,
|31|4|49|10|52|11|53|14|9|16|57|60|18|,
,
|4|11|56|45|18|49|52|14|17|55|30|32|48|10|54|38|31|16|,
|2|3|4|5|7|10|11|14|15|16|17|18|20|21|22|25|26|29|,
,
,
,
|4|11|12|13|14|18|26|,
,
,
|17|20|22|,
,
,
,
,
|4|7|10|11|14|15|17|18|21|22|27|29|,
,
,
,
|31|32|44|45|4|18|48|49|50|10|54|14|60|,
,
,
,
|2|3|4|5|11|14|17|18|22|25|27|29|,
,
|4|7|10|11|13|14|15|17|20|22|25|,
,
,
|3|4|5|10|11|14|16|17|20|26|27|29|,
,
,
|3|4|10|11|12|13|14|15|22|26|27|,
,
,
,
,
,
,
|7|8|11|14|15|16|17|18|20|22|26|27|,
,
,
|5|7|11|12|14|16|17|18|26|27|,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|5|6|7|10|14|15|16|17|18|20|21|22|23|24|25|26|27|29|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|5|6|14|15|,
,
,
,
,
,
,
,
,
,
|44|45|4|50|11|14|9|,
,
,
|2|3|4|5|6|7|8|10|11|12|14|15|16|17|18|20|22|23|25|26|27|28|29|,
|3|4|5|6|7|8|10|11|13|14|15|16|17|18|20|21|22|24|25|26|27|28|29|,
,
,
,
,
,
,
,
,
,
,
,
|3|4|5|7|10|11|12|14|15|17|18|20|21|22|26|27|,
,
,
,
,
,
,
|13|18|20|,
,
,
|31|33|34|37|40|43|61|62|4|18|49|10|52|11|54|14|55|57|,
,
,
,
,
,
,
,
,
,
|30|31|32|37|38|40|41|42|43|45|4|49|6|50|10|11|54|14|9|17|12|19|55|57|,
|3|4|5|12|14|15|17|18|22|26|27|28|29|,
,
|4|11|14|15|20|22|,
|2|3|4|5|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|,
,
,
,
,
,
,
,
,
|4|5|7|8|10|11|14|15|16|17|18|20|21|22|23|24|25|27|29|,
,
,
|4|5|7|11|14|18|20|22|26|27|,
,
|30|31|32|33|35|37|38|40|41|42|43|44|45|4|18|48|49|6|50|10|52|11|53|54|14|9|17|12|19|16|55|56|58|60|57|,
,
,
,
|3|4|5|6|8|10|14|17|26|27|,
,
,
|4|7|14|21|,
,
,
|30|31|32|45|18|17|,
,
,
,
,
,
,
,
|2|3|4|5|7|10|11|12|13|14|15|16|18|19|20|22|26|27|,
,
,
,
,
,
|4|5|8|11|14|15|16|17|18|20|22|27|29|,
,
,
,
,
|4|7|11|16|26|29|,
,
|4|5|7|9|11|14|15|18|20|21|22|26|27|29|,
,
,
|4|7|17|25|,
|2|3|4|5|7|8|11|13|14|15|16|18|22|26|27|28|29|,
,
,
,
|4|7|11|20|22|,
,
,
,
,
,
,
|7|11|13|14|15|21|27|28|29|,
,
,
,
|2|4|5|7|10|11|12|13|14|15|16|17|18|20|21|22|26|27|28|29|,
,
,
,
|2|3|4|5|7|11|15|20|21|22|27|,
,
,
,
|2|3|4|5|7|14|15|16|18|27|28|29|,
,
,
,
,
,
,
,
,
,
,
,
|3|7|14|17|18|22|27|,
,
,
|4|5|11|12|13|15|20|21|22|27|,
|7|14|,
,
,
,
,
,
,
,
,
|4|7|11|12|14|20|22|29|,
,
,
,
,
,
,
,
|17|20|21|22|25|29|,
,
|4|5|7|9|14|15|16|17|20|22|29|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|5|7|8|10|11|13|14|15|16|17|18|20|22|24|25|26|27|28|29|,
||,
,
,
,
,
|5|11|14|17|22|25|26|27|28|,
|3|5|7|10|11|14|15|17|20|22|27|,
,
,
,
,
,
,
,
,
,
,
,
|3|4|5|7|10|12|14|16|17|18|20|22|26|27|28|29|,
,
,
|4|7|11|13|14|15|18|22|27|29|,
|4|11|14|15|17|18|20|22|23|25|26|27|,
,
|5|7|10|11|12|14|15|16|17|18|20|22|26|27|,
,
,
,
,
,
,
|4|5|7|8|10|11|13|14|15|17|18|26|27|,
,
,
,
,
,
,
,
,
,
,
,
|4|5|7|10|11|13|14|15|16|17|18|20|22|26|27|,
,
,
,
,
,
,
,
,
,
,
,
|3|4|5|6|7|8|10|11|13|14|15|16|17|18|20|21|22|23|24|25|26|27|28|29|,
,
,
,
|4|7|11|14|15|17|18|20|21|22|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|5|7|9|14|20|22|,
,
,
,
,
|5|11|,
,
,
,
,
,
,
|31|4|49|17|,
|4|11|,
,
,
,
,
,
,
,
,
,
,
|2|3|4|5|7|8|11|12|14|17|18|20|22|23|25|26|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|10|18|27|,
,
,
,
|6|7|8|11|20|22|26|27|29|,
,
,
|3|5|18|27|,
,
|5|7|17|21|22|29|,
,
,
,
,
,
,
|4|7|11|16|17|20|22|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|3|4|5|7|8|11|13|14|15|17|18|21|22|23|25|26|27|28|29|,
,
,
,
,
,
,
,
,
|3|4|7|11|17|20|21|22|27|29|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|11|,
,
,
,
,
,
,
|1|2|3|4|5|7|8|10|11|14|15|16|18|20|21|22|23|24|27|28|29|,
,
,
|30|31|44|45|4|49|11|14|55|,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|5|7|10|11|13|14|15|21|22|,
,
,
,
,
,
,
,
,
|4|11|15|17|18|20|22|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|5|7|8|11|12|13|14|15|17|18|20|22|23|27|,
,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|7|8|11|13|14|15|17|20|21|22|25|27|,
,
,
,
,
,
,
,
,
|13|21|22|27|,
,
,
,
||,
|3|4|5|7|8|11|12|14|15|17|18|20|21|22|26|27|28|,
,
,
,
,
,
,
,
,
,
,
|3|14|15|17|22|25|,
|3|4|5|7|10|14|15|16|17|18|20|22|25|27|29|,
,
|4|7|8|10|11|14|15|18|20|25|26|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|11|17|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|42|44|45|4|18|10|11|12|,
|2|4|5|6|7|8|10|11|12|15|16|17|18|20|22|25|26|27|28|29|,
,
,
,
,
,
|4|5|7|11|13|14|17|18|26|,
,
,
,
|3|5|8|15|17|18|20|22|27|29|,
,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|7|10|11|14|20|22|29|,
|3|4|5|7|11|14|15|17|18|20|22|23|24|25|26|,
,
,
,
,
,
,
,
,
,
|11|13|14|15|20|22|28|29|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|3|4|5|7|11|14|16|18|20|21|22|26|27|,
,
,
,
,
,
|4|7|9|10|11|13|14|15|16|17|20|22|27|,
,
,
,
,
|9|11|18|20|22|23|26|27|,
,
,
,
,
,
,
,
,
,
,
|4|10|12|15|17|18|20|21|22|27|28|29|,
,
|4|5|7|8|14|18|20|22|27|28|29|,
,
,
,
,
|4|11|15|17|18|20|22|27|,
,
,
|4|5|12|17|18|24|27|,
,
,
,
,
,
,
,
,
|3|4|5|7|8|10|11|12|13|14|15|16|17|18|20|21|22|25|26|27|29|,
,
|10|13|27|,
,
,
|4|5|7|11|14|16|20|22|,
|5|10|11|14|15|17|18|20|21|22|25|26|,
,
|4|5|7|11|12|14|17|20|21|22|27|,
,
,
,
|4|5|10|11|14|17|20|22|27|28|29|,
,
,
,
,
,
||,
|4|8|14|15|18|22|27|,
,
,
|3|4|5|6|7|8|10|15|16|17|18|20|22|23|25|26|27|,
,
,
|5|11|13|20|22|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|7|8|11|12|14|16|20|21|22|25|26|29|,
,
,
,
,
,
|4|7|11|14|20|22|26|,
,
|4|15|17|18|20|22|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|5|11|14|18|20|22|,
,
,
,
,
,
|3|10|11|14|15|18|20|22|27|29|,
,
,
,
|2|3|4|5|7|10|13|14|15|17|18|20|21|22|25|27|,
,
,
|2|4|5|7|8|10|11|13|14|15|17|18|20|22|27|,
,
,
,
,
|4|5|7|11|15|18|20|21|22|27|,
,
|4|7|11|20|27|,
,
,
|5|7|11|12|14|15|18|22|25|27|,
,
,
,
,
|3|4|5|7|8|11|13|14|15|17|18|20|21|22|27|29|,
,
,
,
,
,
,
,
,
,
|2|11|12|13|16|17|18|19|20|21|22|23|27|29|,
,
,
,
,
,
,
,
,
,
,
,
|4|7|11|13|20|21|22|26|28|29|,
,
,
,
|4|5|7|11|14|17|22|26|,
,
,
,
,
|3|5|11|14|15|17|20|22|26|27|,
|2|4|5|6|7|10|11|13|14|15|16|17|18|20|22|23|25|26|27|29|,
,
,
,
,
,
,
,
,
,
,
,
|2|5|7|8|11|14|15|17|18|20|22|25|26|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|3|4|5|7|8|10|11|12|13|14|15|17|18|20|21|22|23|24|25|26|27|28|29|,
,
,
,
|2|3|4|5|7|11|17|18|26|27|28|29|,
|3|5|15|17|22|29|,
,
,
,
,
,
|3|4|5|7|10|11|13|14|15|17|18|20|21|22|25|26|27|,
,
,
,
,
,
,
,
,
|45|4|18|10|11|,
|4|5|7|11|12|13|14|18|27|,
,
,
,
,
|2|3|4|5|7|8|10|11|12|13|14|15|17|18|21|22|24|25|27|28|29|,
,
,
,
,
,
,
,
|11|21|,
,
,
,
,
,
,
|4|5|10|11|14|15|18|20|27|,
,
,
|2|3|4|5|7|8|10|11|12|13|14|15|17|20|21|22|25|26|,
,
,
,
,
,
,
,
|4|5|11|14|15|17|18|20|22|25|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|10|11|13|14|16|20|21|22|26|27|,
,
,
,
,
,
,
,
,
|3|7|11|14|27|29|,
,
,
,
,
|3|4|5|6|7|8|10|11|14|15|16|17|18|20|22|24|25|26|27|29|,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|7|10|11|12|13|18|26|27|,
,
|4|5|6|17|18|20|22|29|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|5|7|10|11|15|17|18|20|22|23|27|,
,
|4|7|11|13|14|15|17|21|22|26|27|28|29|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|5|11|14|15|16|17|22|24|29|,
,
,
,
|5|15|20|21|22|,
,
,
,
,
,
|5|10|14|18|22|,
,
,
,
,
,
,
,
,
|4|5|7|8|11|14|16|17|18|20|22|23|26|28|29|,
|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|20|22|23|28|29|,
,
,
,
,
,
,
|2|4|5|7|10|12|14|15|17|18|20|22|25|27|28|29|,
,
,
,
,
,
,
,
,
,
||,
,
,
,
,
,
,
,
|5|7|10|11|14|15|17|18|20|21|22|25|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
|3|5|7|8|11|13|14|15|16|17|20|21|22|25|27|29|,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|5|7|8|10|11|14|15|17|18|20|21|22|23|24|25|26|27|28|29|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|6|7|10|12|14|17|27|,
,
,
|4|5|8|11|14|15|16|17|20|25|26|,
,
|2|5|7|8|11|15|17|18|20|21|22|23|24|25|26|27|28|,
,
,
,
,
,
,
,
,
,
|3|5|7|8|10|11|13|18|20|21|22|23|25|27|,
,
,
|4|5|8|10|11|26|27|,
,
,
,
,
,
,
,
,
,
|1|2|3|4|5|7|10|11|14|15|17|18|20|22|23|25|,
,
,
,
,
,
,
,
,
,
,
,
|4|5|11|17|18|20|22|23|27|28|29|,
,
,
,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|3|4|5|7|8|11|14|15|17|18|20|21|22|26|27|29|,
|2|5|11|14|28|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|3|4|7|8|9|11|13|14|21|27|29|,
,
,
,
,
,
|4|5|7|8|9|11|13|14|15|16|17|18|20|22|23|25|26|27|29|,
|2|3|4|5|7|10|11|12|13|14|15|16|17|18|20|21|22|23|24|25|26|27|28|29|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|7|11|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|7|11|20|22|,
,
,
,
,
,
,
,
,
,
,
|4|5|9|11|14|17|20|22|26|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|4|7|10|11|17|18|20|22|26|27|28|29|,
,
,
,
,
,
|1|2|5|7|8|9|10|11|15|17|18|19|20|21|22|28|,
,
,
,
,
,
,
,
,
,
,
,
|45|4|18|48|49|10|53|14|12|,
|4|11|14|57|,
,
,
,
,
,
|4|5|7|10|11|12|14|17|18|20|22|25|26|27|,
,
,
,
,
,
,
,
|3|14|15|17|20|21|22|23|28|29|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|5|10|11|13|14|15|17|20|22|26|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|3|4|5|7|10|11|14|18|20|21|22|,
,
,
,
,
,
,
,
,
,
|23|27|,
,
,
,
,
,
,
,
,
|4|5|11|14|18|26|27|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|14|18|,
,
,
,
,
,
,
,
,
|2|4|5|7|8|17|20|27|28|,
,
,
