TRIM(pref_opento),
|1|2|15|18|21|,
,
,
|2|,
|15|16|18|23|,
,
,
,
|2|7|13|15|16|18|,
,
,
,
,
,
,
,
,
,
,
|1|2|3|13|15|16|17|19|20|23|24|,
,
,
,
|3|4|11|16|18|23|,
,
,
,
|3|4|6|8|10|18|19|20|25|,
,
,
,
,
,
,
,
,
,
,
,
|16|,
,
,
,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|15|16|17|18|21|23|24|,
,
|2|4|7|10|14|16|18|19|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|13|16|18|20|23|,
||,
,
,
,
,
|2|,
|1|3|7|15|16|18|21|24|,
,
,
,
,
,
|11|27|15|33|3|19|46|36|38|42|50|39|49|37|48|28|43|41|45|44|7|40|18|,
,
,
,
|1|2|8|16|17|18|20|23|24|,
,
|1|2|5|13|16|18|23|25|,
,
,
|4|16|17|18|,
|1|2|4|5|12|15|16|18|19|20|23|,
,
|1|3|4|6|8|15|16|17|18|19|20|23|24|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|6|13|15|16|18|19|21|23|25|,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|4|5|6|7|8|10|11|12|13|15|16|17|18|19|20|21|23|24|25|,
,
,
,
|6|7|16|18|23|,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|15|16|18|,
,
,
,
,
,
,
,
,
,
,
,
|37|48|36|42|43|44|45|39|29|,
|1|2|13|14|16|18|,
,
,
,
,
,
,
,
,
,
,
|1|2|3|5|6|7|11|12|13|15|16|17|18|19|23|24|25|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|16|17|,
,
,
,
|1|2|5|12|13|15|16|18|19|23|,
,
,
|2|4|6|10|11|19|23|,
,
|2|16|17|18|24|,
,
,
,
,
,
,
|14|16|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
||,
,
,
,
,
,
,
|1|2|5|11|13|15|16|18|,
,
,
|7|40|1|15|46|36|42|43|32|39|,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|6|7|11|13|15|16|17|18|21|23|,
,
,
,
,
,
,
,
,
|2|16|18|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|5|15|16|23|,
,
,
,
,
,
,
,
,
,
,
,
,
|16|17|19|,
,
,
,
,
,
,
,
,
|4|23|,
,
,
,
,
|2|,
,
,
,
,
,
,
,
,
,
,
|1|5|13|16|23|,
|2|8|11|16|17|18|23|24|,
,
|6|7|16|18|19|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|12|15|16|18|20|23|,
|1|2|3|5|8|10|11|12|13|15|16|17|18|19|20|21|23|24|25|,
,
,
,
,
,
|2|7|15|16|18|23|,
,
,
,
|1|4|8|13|16|18|23|,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|4|5|12|13|15|16|18|23|,
|1|2|5|7|12|13|15|16|18|20|23|,
,
,
,
,
,
,
,
,
,
|15|16|17|18|,
,
||,
,
,
,
,
,
,
,
,
,
,
,
,
|2|13|15|18|,
,
,
,
,
,
|7|15|16|18|21|23|,
,
,
,
,
|1|5|18|19|23|,
,
,
,
,
,
,
,
,
,
,
|15|16|17|18|21|23|,
,
|2|3|4|6|9|10|11|16|17|19|23|25|,
,
,
,
,
|1|2|15|16|17|18|19|23|,
,
,
||,
,
,
,
,
,
,
,
,
|6|15|16|18|19|21|23|,
,
,
,
,
|1|5|16|17|23|24|,
|4|16|18|23|,
,
||,
,
,
,
|7|16|18|,
,
,
,
,
,
||,
|2|,
,
,
|2|,
,
,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|16|18|23|,
,
,
,
,
,
|7|13|16|18|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|11|16|18|,
,
,
,
,
,
|4|8|15|16|17|18|,
,
,
|2|,
|2|3|6|10|11|16|17|18|19|23|24|25|,
,
,
||,
,
,
,
,
|1|2|4|5|6|7|9|10|11|12|13|15|16|18|19|22|23|24|25|,
,
|2|7|16|,
,
,
|2|4|6|9|10|11|16|17|18|19|22|23|,
,
,
,
,
|7|13|15|16|23|,
||,
,
,
,
,
,
,
,
,
|1|2|3|4|5|12|14|16|17|18|19|20|23|24|25|,
,
,
,
,
,
,
,
,
,
,
,
|7|16|18|,
,
,
,
|1|2|3|4|5|6|7|11|12|13|15|16|18|19|23|,
,
,
,
,
|2|16|18|23|,
|1|2|3|5|8|12|13|15|16|18|20|,
,
,
,
,
,
,
,
,
,
,
,
|2|3|16|17|18|19|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|4|5|6|8|9|10|11|12|13|15|16|17|18|19|20|21|22|23|24|25|,
,
,
,
||,
|1|2|4|6|23|,
,
,
,
,
,
|4|8|10|11|16|17|18|19|20|21|23|24|25|,
,
,
,
,
,
,
,
,
|40|30|31|6|27|17|21|34|23|15|33|36|42|43|32|39|,
|18|,
,
,
,
,
|1|2|7|8|11|12|13|15|16|17|18|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|15|16|23|,
,
,
|1|3|4|6|7|8|10|15|16|18|19|21|23|,
,
,
,
,
,
,
,
|2|8|16|17|18|23|24|25|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|6|7|16|17|18|19|,
,
,
,
,
,
,
|2|16|18|,
,
,
,
,
,
,
,
,
,
,
|7|16|18|,
,
,
|4|10|11|17|19|25|,
,
,
,
,
|1|7|8|11|12|13|15|16|17|18|21|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
||,
,
|2|13|15|16|18|20|,
,
,
,
,
,
,
,
,
|2|5|11|17|,
,
,
,
,
,
,
,
|2|,
,
|13|15|16|18|21|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|6|8|9|12|13|15|16|19|22|25|,
,
,
,
|2|16|18|23|,
,
,
,
,
,
|2|8|15|16|18|19|,
,
,
,
,
,
,
,
,
|1|2|3|6|8|9|11|12|13|15|16|17|19|23|25|,
|1|2|3|5|7|10|11|12|13|14|15|16|17|18|21|23|24|,
,
,
,
,
,
,
|1|2|3|6|16|17|24|,
,
,
,
,
,
,
,
,
|22|,
,
,
,
,
,
,
,
,
|16|17|18|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|6|16|,
,
,
,
,
,
,
,
,
,
,
,
|2|5|7|8|11|13|15|16|17|18|19|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|3|12|13|15|,
|5|13|15|16|,
,
|15|16|23|,
,
|1|3|6|10|11|15|16|17|18|19|23|25|,
,
,
,
,
,
,
,
,
,
|1|2|5|7|15|16|18|23|,
,
,
|7|16|18|23|,
,
,
,
,
,
,
,
,
,
|1|2|5|6|8|11|12|13|15|16|17|19|21|23|24|25|,
,
,
,
,
,
,
,
,
,
,
,
|1|5|7|15|16|17|18|19|23|24|,
,
,
,
||,
,
,
,
,
,
,
,
,
,
,
|1|2|7|12|15|16|18|19|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|16|18|,
|2|3|6|10|11|19|21|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|,
,
,
,
,
,
|1|2|5|11|12|13|15|16|18|20|21|23|24|,
|1|2|5|12|13|15|16|18|20|23|24|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|15|17|18|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|13|16|18|23|,
,
,
,
,
,
,
,
,
,
,
|2|16|18|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|13|15|16|18|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|40|46|37|38|48|36|42|44|45|39|29|49|18|,
|38|48|36|28|42|43|44|45|39|29|18|,
,
,
,
,
,
|1|2|5|12|13|15|16|17|18|20|21|23|24|,
,
,
,
,
,
,
,
|1|2|5|12|15|16|17|18|23|24|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|13|15|16|18|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|16|17|18|,
|2|11|16|18|23|,
,
,
,
,
,
,
,
,
,
|5|18|,
,
,
,
,
,
,
,
,
|9|,
,
,
||,
,
,
,
,
,
,
,
,
,
,
,
,
|2|,
,
,
,
,
,
,
,
,
|2|15|16|18|,
,
,
,
,
,
,
|2|11|13|15|17|18|21|23|,
,
,
,
,
,
,
,
,
,
,
,
,
|2|16|18|23|,
|1|2|3|4|5|7|13|15|16|17|18|20|23|24|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|16|18|23|24|,
|1|5|7|13|15|16|17|18|23|,
,
|2|3|4|5|7|8|10|15|16|17|18|19|20|23|24|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|14|16|,
,
|2|,
|4|16|17|18|19|21|,
,
,
,
|7|13|15|16|19|20|21|,
,
,
,
,
,
,
,
,
,
,
||,
,
,
|40|21|1|15|46|48|42|49|,
,
,
|3|4|6|8|11|16|,
,
,
,
,
,
,
|1|2|5|15|16|18|19|23|24|,
|2|,
,
,
,
,
|1|2|3|4|7|11|12|13|15|16|18|21|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|4|8|13|16|17|21|23|24|,
,
,
,
,
,
,
|2|3|8|11|12|15|17|19|23|,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|5|7|9|11|16|18|19|20|23|24|,
,
,
|7|46|36|,
,
,
,
,
|1|5|13|15|16|18|23|,
|7|40|1|15|48|36|28|42|43|45|39|,
,
,
,
,
,
,
|1|2|3|4|5|6|8|9|10|11|12|13|15|16|17|18|19|20|23|24|25|,
|7|15|46|28|,
,
,
|1|2|3|4|5|6|8|11|12|13|15|16|17|18|19|20|21|23|24|,
|2|8|11|16|17|18|19|20|23|,
,
|1|11|15|16|18|,
,
,
,
|7|15|40|21|37|48|43|46|38|36|42|44|39|,
,
,
,
,
,
,
,
,
|2|16|,
,
,
,
|1|2|13|16|18|21|23|,
|28|11|31|34|1|15|35|32|38|39|40|41|46|,
,
,
,
,
,
,
,
,
|16|17|18|21|,
,
|1|3|4|5|7|8|10|11|12|13|15|16|17|18|19|20|23|25|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|12|15|16|18|24|,
,
,
,
,
|15|16|17|18|20|21|23|,
|1|15|16|,
,
,
,
|1|2|3|4|5|7|12|13|15|16|18|19|,
,
,
|2|15|16|18|23|,
,
,
,
,
,
,
,
,
,
|2|15|16|17|21|,
,
,
,
,
,
,
,
,
|7|13|16|17|18|20|23|,
,
,
,
|1|4|10|11|16|23|,
,
,
,
,
,
,
,
,
|4|15|16|,
|2|5|16|18|20|21|,
|1|2|4|6|10|11|12|13|15|16|18|19|21|23|24|25|,
,
,
,
,
,
,
,
,
|16|18|,
,
,
|2|8|15|16|19|,
,
,
,
,
,
,
,
,
|1|15|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|15|16|17|18|20|23|,
,
,
,
,
,
,
,
,
,
,
,
|2|15|16|17|18|23|,
,
,
,
,
,
,
,
,
|2|,
,
|1|2|4|11|16|,
,
,
,
,
,
|2|4|5|6|8|10|11|12|13|15|16|17|18|19|20|23|25|,
,
|7|8|14|17|18|23|,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|8|13|15|16|17|18|23|,
,
,
,
,
,
|21|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|5|11|12|13|15|16|17|18|24|,
,
,
,
,
|1|2|5|7|13|15|16|18|19|20|21|23|24|25|,
|2|3|4|15|16|17|18|19|21|23|,
,
,
,
|2|,
|13|15|16|18|23|,
,
,
,
,
,
,
,
,
,
,
,
|4|8|9|10|11|16|18|21|23|,
,
,
,
,
|2|5|14|16|18|23|,
,
,
,
,
,
,
,
,
,
,
|2|4|5|6|7|8|9|10|11|15|16|18|19|21|23|24|25|,
,
,
,
,
,
,
,
,
,
|7|19|27|34|23|1|15|48|36|42|43|50|51|49|,
,
,
|1|2|6|15|16|18|23|,
|1|12|15|16|18|23|,
,
,
|1|16|18|19|23|,
,
,
,
,
,
,
,
,
,
,
||,
,
,
,
,
|4|17|23|46|33|48|42|43|51|32|49|,
,
,
,
,
,
,
|6|14|16|17|18|23|,
,
,
,
,
,
,
,
,
,
|17|18|7|40|27|33|48|28|43|46|38|36|42|50|44|45|39|49|,
|7|17|18|,
|2|3|5|6|15|16|18|21|24|,
|2|16|18|23|,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|,
,
,
,
,
,
,
||,
,
|2|7|12|13|15|16|,
,
,
,
,
,
,
|2|16|21|23|,
,
,
,
,
,
,
,
,
|1|3|4|5|12|13|16|18|20|23|,
|1|7|8|15|16|17|18|24|,
,
,
|2|,
|1|2|11|17|18|23|,
,
,
,
,
,
,
|3|6|10|13|15|18|19|23|25|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|15|16|18|23|,
,
,
,
,
,
,
,
,
|1|5|15|16|18|20|24|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|40|6|19|27|17|15|46|36|42|43|50|51|45|49|18|,
,
,
,
,
|7|40|30|31|11|27|17|21|34|23|1|15|46|33|37|38|48|36|28|42|43|50|51|32|39|29|49|18|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|,
,
,
,
,
|1|2|15|16|18|,
,
,
,
|7|10|16|18|,
,
,
,
,
,
||,
|15|16|18|,
|2|,
,
,
,
|1|6|9|11|12|16|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|15|16|17|18|19|21|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|15|16|18|20|23|24|,
|7|40|3|17|46|37|36|28|50|51|44|45|39|29|49|18|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|11|15|16|17|18|21|23|,
,
,
,
|13|16|17|19|23|,
,
,
|1|3|6|8|10|13|15|16|17|18|19|23|25|,
,
,
|1|5|8|11|13|16|17|18|20|23|24|,
,
,
,
,
|40|37|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|40|19|17|15|46|48|36|42|,
,
,
,
,
,
,
|1|2|3|4|6|15|16|18|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
||,
,
,
,
,
,
,
,
,
,
,
,
|1|3|5|8|15|16|17|18|19|21|23|24|,
,
,
,
|1|2|4|5|8|10|12|13|15|16|17|18|19|24|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|16|18|,
,
,
,
,
,
,
,
|1|14|16|18|,
,
,
|2|15|16|,
|3|4|6|8|10|11|12|15|16|17|18|19|21|23|25|,
,
,
|40|17|34|23|15|38|48|36|28|42|50|51|45|32|39|49|18|,
,
,
,
|1|3|5|8|11|16|17|18|19|23|,
,
,
,
|1|2|12|13|15|16|18|23|,
|7|16|,
,
,
,
,
,
,
,
,
,
,
|1|4|7|15|16|17|18|19|20|23|24|25|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|7|15|16|21|23|,
,
||,
,
,
,
,
,
,
|1|2|5|13|15|16|17|19|23|25|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|21|46|38|48|36|28|42|43|39|29|18|,
,
|3|4|13|16|17|18|21|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|16|,
,
,
||,
|3|4|30|6|11|31|17|32|34|1|15|35|37|38|39|40|41|43|44|45|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|11|16|17|18|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|4|6|8|9|10|11|15|16|17|18|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|4|5|6|8|10|11|12|13|15|16|17|18|19|20|21|23|24|25|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|3|4|5|6|7|15|16|17|18|20|21|23|24|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|5|7|12|14|15|16|17|20|23|24|,
|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|,
,
,
,
,
,
|2|15|16|18|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|4|5|6|8|9|10|11|12|13|15|16|17|18|19|21|23|24|25|,
,
,
|1|2|3|4|5|6|7|8|9|10|11|12|13|15|16|17|18|19|20|21|22|23|24|25|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|7|16|18|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|40|11|21|38|48|36|28|42|43|49|18|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|6|8|13|15|16|17|18|19|21|23|25|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|6|8|9|15|16|18|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|3|4|13|16|18|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|6|10|11|15|16|17|23|24|25|,
,
,
,
,
,
|2|8|13|15|16|17|18|20|23|,
,
,
|2|,
,
,
|2|,
,
,
,
,
,
|2|3|4|11|15|16|18|23|,
,
,
,
|7|16|19|,
,
,
,
,
,
,
,
,
|1|2|7|12|15|20|23|,
|7|40|27|23|15|46|33|37|38|36|42|43|50|44|45|39|29|49|18|,
|7|15|18|21|,
,
,
,
,
,
,
|15|,
,
,
|5|15|16|24|,
,
,
,
,
,
,
|2|3|4|5|10|13|15|16|18|,
,
,
,
,
,
,
|4|8|15|18|19|20|25|,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|12|13|16|18|,
,
,
|3|4|8|16|17|18|,
,
,
,
,
,
,
|1|11|15|16|17|18|20|21|23|,
,
,
,
,
,
|2|5|16|18|20|,
,
,
|1|2|3|4|5|6|8|9|10|11|12|16|17|18|19|23|24|,
,
,
,
,
,
,
|2|,
,
||,
,
|4|6|10|11|19|25|,
,
,
,
,
,
,
,
,
|2|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|3|4|5|6|7|8|9|10|11|12|13|15|16|17|18|19|20|23|24|25|,
,
,
,
,
,
,
,
,
|2|11|15|16|17|25|,
,
,
,
,
,
,
,
,
,
,
,
,
|2|4|13|15|16|18|23|,
|1|2|12|13|15|16|21|,
,
,
|15|16|18|19|23|,
,
|4|6|9|11|22|,
|7|27|17|21|1|15|46|48|36|28|42|43|45|32|39|29|49|18|,
,
,
|16|17|18|23|,
,
,
,
,
,
,
|16|17|18|,
|2|,
,
,
|2|16|17|18|,
|1|2|3|4|5|12|16|18|,
,
,
|16|17|18|,
,
|7|40|30|31|11|17|21|34|23|15|46|33|38|48|42|43|39|18|,
,
,
,
,
,
,
|3|10|19|,
,
,
,
,
,
,
,
,
|2|,
,
,
|2|3|4|6|11|15|16|17|18|19|21|23|,
,
,
||,
,
,
,
,
,
,
,
,
,
|7|14|37|48|36|28|39|29|18|42|44|,
,
,
,
,
,
|2|3|4|13|16|17|18|23|,
|7|,
,
,
|1|2|13|16|17|18|23|24|,
,
,
,
,
,
,
,
,
,
,
|2|13|15|16|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|16|17|18|20|21|23|,
,
,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|7|40|31|27|17|23|1|15|46|33|38|48|36|28|42|43|50|51|44|45|32|39|49|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|16|,
|7|16|18|23|,
,
,
,
,
,
,
,
|5|16|18|,
,
,
,
|1|3|4|5|10|11|12|13|15|16|17|19|21|23|24|,
,
|1|12|15|,
,
,
,
|16|17|18|19|23|,
,
,
,
,
|1|2|4|5|8|12|16|18|23|24|,
,
|1|15|16|20|23|,
|7|17|15|46|33|36|42|43|44|32|39|49|18|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|16|18|19|,
,
,
|8|11|13|15|16|17|,
,
,
,
|1|2|6|13|16|17|18|21|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|4|6|11|15|17|19|,
|1|15|16|17|18|19|23|,
,
,
|1|12|18|19|,
||,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|16|17|18|23|,
,
|7|40|3|4|30|31|19|23|1|15|46|37|38|48|42|39|29|,
|16|18|23|,
,
,
,
,
|7|14|16|18|,
,
|1|13|15|16|17|18|,
,
|7|40|34|23|1|15|46|37|38|48|36|28|42|43|45|39|29|18|,
|2|7|16|18|21|,
,
,
,
,
,
,
,
|1|8|16|18|23|,
,
,
,
,
|16|18|21|,
,
,
,
|7|40|46|37|38|36|28|42|43|44|45|18|,
,
|7|21|18|,
,
,
|3|4|7|8|15|16|17|18|23|,
,
,
,
||,
,
,
,
,
,
,
|2|18|,
,
,
,
,
,
,
,
,
,
,
,
|7|40|3|19|17|23|1|15|38|36|42|43|50|51|32|39|49|18|,
,
,
,
,
,
,
|1|2|3|4|5|6|8|9|10|11|12|13|15|16|17|18|19|21|23|25|,
,
|7|40|27|17|34|23|48|36|28|42|43|50|51|39|29|49|18|,
,
,
,
,
,
|1|13|15|16|17|23|,
|7|16|,
,
,
,
,
,
,
,
,
,
|1|5|12|13|15|16|18|19|23|,
|2|3|15|16|17|18|20|,
,
,
,
,
,
|15|16|17|18|,
,
,
,
,
|15|16|,
,
,
,
,
,
,
,
|1|4|5|15|18|19|23|,
,
,
,
,
,
,
||,
||,
,
,
,
,
,
,
,
,
|2|5|16|18|23|,
,
,
,
,
,
,
,
,
|2|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|16|17|18|19|,
,
|16|17|18|21|23|,
,
|16|18|,
,
,
|1|15|16|,
,
,
,
,
,
,
,
,
,
,
|1|12|13|15|16|18|20|23|,
,
,
,
,
,
|7|40|27|46|37|38|48|36|28|42|43|50|51|44|45|39|29|49|18|,
,
||,
|1|5|16|17|18|21|24|,
|4|6|8|10|11|16|17|19|23|25|,
,
,
,
,
,
,
,
,
,
|1|15|16|18|19|24|,
|1|3|4|5|12|13|17|24|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|1|2|15|16|23|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|40|3|4|30|31|6|11|27|17|21|34|1|15|46|38|48|36|28|42|43|50|51|44|41|49|,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
|2|11|16|18|,
,
,
